PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-4032,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",,190,24.3,0.076,18.75,39000,2.0,13.54,16.24,19.05,21.79,23.85,28170,33780,39620,45330,49610,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",,1160,13.8,0.472,15.67,32600,2.3,10.47,12.17,14.70,18.46,22.74,21770,25320,30580,38390,47300,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-4034,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",,890,18.0,0.362,19.81,41210,3.1,13.16,16.09,19.70,23.39,27.47,27370,33460,40970,48650,57140,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-4035,"Milling and planing machine setters, operators, and tenders, metal and plastic",,480,19.3,0.194,20.26,42140,4.5,13.28,16.01,20.52,24.28,27.61,27630,33300,42670,50510,57430,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-4041,Machinists,,5830,6.9,2.373,21.09,43880,1.5,12.94,16.37,21.09,25.43,29.59,26920,34040,43870,52890,61550,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-4051,Metal-refining furnace operators and tenders,,**,**,**,16.75,34850,4.1,11.22,14.10,17.02,19.63,22.37,23330,29320,35410,40820,46540,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-4052,"Pourers and casters, metal",,110,44.3,0.045,16.03,33340,4.3,12.03,13.88,15.76,17.79,19.69,25020,28870,32790,37010,40950,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-4061,"Model makers, metal and plastic",,50,32.9,0.021,24.85,51690,5.2,11.46,21.24,25.03,29.03,33.47,23840,44170,52060,60390,69620,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-4062,"Patternmakers, metal and plastic",,50,29.6,0.019,19.58,40720,6.3,13.45,14.96,18.58,23.73,27.28,27970,31110,38650,49360,56750,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-4071,Foundry mold and coremakers,,240,10.1,0.097,14.34,29840,6.8,10.26,11.27,13.20,15.41,20.37,21340,23450,27450,32040,42360,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-4072,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",,1170,10.6,0.477,15.97,33230,4.5,10.06,12.01,15.19,18.74,23.32,20920,24980,31590,38970,48510,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-4081,"Multiple machine tool setters, operators, and tenders, metal and plastic",,1320,17.0,0.538,15.07,31360,2.1,11.20,12.70,14.38,16.72,20.11,23290,26410,29900,34770,41830,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-4111,Tool and die makers,,420,10.5,0.172,22.79,47400,2.8,15.30,19.30,22.97,26.90,30.23,31830,40140,47780,55940,62880,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-4121,"Welders, cutters, solderers, and brazers",,1860,10.3,0.755,21.47,44660,1.8,14.87,17.43,20.56,24.35,30.65,30930,36260,42770,50640,63740,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",,520,18.8,0.211,16.55,34430,2.6,11.26,12.95,16.02,19.52,23.19,23420,26930,33320,40600,48240,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-4191,"Heat treating equipment setters, operators, and tenders, metal and plastic",,230,15.8,0.095,18.11,37660,4.5,12.36,13.95,16.73,20.49,24.80,25710,29010,34800,42620,51580,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-4192,"Lay-out workers, metal and plastic",,70,29.8,0.027,19.08,39690,10.0,10.49,12.32,17.00,24.58,32.34,21820,25630,35370,51120,67260,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-4193,"Plating and coating machine setters, operators, and tenders, metal and plastic",,980,15.1,0.399,15.91,33090,2.8,9.46,12.37,15.61,18.98,22.80,19680,25730,32480,39470,47430,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-4194,"Tool grinders, filers, and sharpeners",,110,12.7,0.043,15.72,32700,7.4,10.68,11.72,13.31,18.62,25.36,22220,24370,27690,38730,52740,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-4199,"Metal workers and plastic workers, all other",,620,18.7,0.252,13.05,27150,2.2,9.76,10.71,12.17,15.03,18.29,20300,22280,25320,31260,38030,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-5011,Bindery workers,,1340,19.7,0.545,17.33,36050,3.8,9.92,13.07,17.16,21.28,25.32,20640,27180,35700,44270,52670,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-5021,Job printers,,490,23.7,0.201,23.30,48460,6.9,15.08,17.69,22.78,29.67,32.66,31360,36800,47380,61710,67940,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-5022,Prepress technicians and workers,,1180,12.9,0.479,21.63,44980,3.8,12.17,14.58,21.05,26.93,33.12,25310,30330,43780,56010,68890,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-5023,Printing machine operators,,3780,8.8,1.540,17.72,36850,2.2,10.85,13.03,17.10,21.73,25.81,22570,27100,35560,45200,53690,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-6011,Laundry and dry-cleaning workers,,3750,12.5,1.528,11.48,23870,2.7,8.50,9.08,10.32,13.28,16.18,17690,18890,21470,27620,33660,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-6021,"Pressers, textile, garment, and related materials",,830,20.4,0.336,11.60,24130,1.6,8.82,9.81,11.40,13.06,14.63,18350,20400,23700,27160,30430,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-6031,Sewing machine operators,,1330,14.3,0.541,12.25,25470,2.7,8.64,9.65,11.54,14.34,16.98,17970,20060,24000,29830,35330,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-6042,Shoe machine operators and tenders,,150,16.4,0.061,14.90,30990,5.2,12.97,13.63,14.72,15.76,17.61,26980,28350,30610,32780,36620,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-6051,"Sewers, hand",,250,23.4,0.101,14.13,29390,5.1,9.59,11.55,13.67,16.85,19.68,19950,24030,28440,35050,40930,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-6052,"Tailors, dressmakers, and custom sewers",,480,25.9,0.196,13.85,28820,4.4,9.53,11.87,13.86,15.57,18.28,19820,24690,28820,32390,38010,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-6061,Textile bleaching and dyeing machine operators and tenders,,120,11.1,0.049,15.00,31200,4.8,10.82,12.73,14.34,16.29,20.10,22500,26470,29820,33870,41820,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-6062,"Textile cutting machine setters, operators, and tenders",,120,29.1,0.048,13.56,28210,4.9,9.67,10.98,13.03,15.62,19.01,20110,22830,27100,32490,39550,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-6063,"Textile knitting and weaving machine setters, operators, and tenders",,250,8.8,0.103,14.69,30550,3.3,11.68,13.20,14.50,15.81,18.53,24290,27460,30170,32890,38540,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-6064,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",,80,12.8,0.034,13.85,28800,4.9,10.71,12.88,14.06,15.26,16.14,22270,26780,29240,31750,33570,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-6091,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",,**,**,**,18.22,37900,3.0,14.57,15.81,17.26,19.31,25.39,30310,32880,35910,40170,52810,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-6092,Fabric and apparel patternmakers,,50,24.4,0.022,16.90,35150,5.2,11.27,13.72,16.56,19.22,24.30,23440,28540,34440,39970,50550,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-6093,Upholsterers,,290,17.3,0.117,18.05,37550,3.3,12.76,14.69,17.69,20.92,24.83,26540,30550,36790,43520,51640,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-6099,"Textile, apparel, and furnishings workers, all other",,440,11.6,0.180,13.82,28750,3.3,9.32,12.15,13.86,15.49,18.17,19390,25280,28840,32230,37800,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-7011,Cabinetmakers and bench carpenters,,1310,13.4,0.534,17.90,37230,2.4,12.54,14.57,17.43,20.88,24.50,26080,30310,36250,43420,50970,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-7021,Furniture finishers,,310,19.6,0.125,18.64,38770,4.5,12.41,14.18,17.79,22.95,26.27,25820,29490,37010,47740,54650,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-7041,"Sawing machine setters, operators, and tenders, wood",,160,49.6,0.065,14.85,30880,10.0,9.00,12.27,14.78,17.66,19.45,18730,25520,30750,36740,40460,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-7042,"Woodworking machine setters, operators, and tenders, except sawing",,500,33.4,0.205,14.19,29510,7.7,9.93,10.86,12.40,17.60,20.85,20660,22590,25790,36610,43380,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-8012,Power distributors and dispatchers,,90,33.1,0.037,34.23,71200,2.4,26.84,30.05,34.60,39.14,42.52,55840,62510,71980,81400,88450,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-8013,Power plant operators,,530,22.6,0.216,30.28,62990,4.5,21.71,24.92,28.85,35.17,43.24,45150,51830,60000,73150,89930,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-8021,Stationary engineers and boiler operators,,710,7.9,0.289,26.01,54110,2.1,18.49,21.26,25.41,29.80,36.36,38470,44230,52850,61970,75620,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-8031,Water and liquid waste treatment plant and system operators,,1500,6.1,0.609,23.41,48690,1.2,17.43,20.13,23.14,26.93,30.50,36260,41870,48120,56010,63440,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-8091,Chemical plant and system operators,,70,15.1,0.030,25.99,54050,5.1,18.10,21.53,26.43,31.59,34.41,37650,44780,54960,65700,71580,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-8092,Gas plant operators,,430,41.3,0.176,37.18,77340,7.6,22.13,31.79,40.63,44.57,48.13,46020,66120,84520,92710,100110,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-8093,"Petroleum pump system operators, refinery operators, and gaugers",,**,**,**,21.31,44320,14.0,12.34,13.49,22.69,27.09,31.51,25660,28060,47190,56340,65550,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-8099,"Plant and system operators, all other",,50,20.1,0.022,22.11,45990,8.0,12.54,14.10,26.13,28.65,31.59,26080,29330,54350,59590,65700,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9011,Chemical equipment operators and tenders,,870,25.0,0.353,21.47,44660,2.3,14.55,17.33,20.75,24.64,28.92,30260,36040,43160,51250,60140,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9012,"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",,530,29.6,0.217,24.69,51350,9.0,12.59,14.30,20.39,31.35,46.22,26190,29750,42410,65210,96140,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9021,"Crushing, grinding, and polishing machine setters, operators, and tenders",,190,20.8,0.079,17.41,36220,2.9,12.13,15.11,17.38,19.49,23.48,25230,31420,36140,40550,48830,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9022,"Grinding and polishing workers, hand",,290,25.4,0.119,13.87,28850,5.4,8.99,10.49,12.86,16.03,20.62,18690,21810,26750,33330,42890,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9023,"Mixing and blending machine setters, operators, and tenders",,1320,10.7,0.537,17.65,36710,2.8,12.00,14.02,16.91,19.98,25.32,24950,29170,35170,41560,52670,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9031,"Cutters and trimmers, hand",,630,33.0,0.258,11.81,24560,4.4,8.53,9.22,11.09,12.93,16.20,17740,19190,23070,26900,33700,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9032,"Cutting and slicing machine setters, operators, and tenders",,730,11.0,0.296,16.68,34690,2.6,11.29,13.41,16.20,19.12,22.72,23480,27880,33700,39770,47270,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9041,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",,1120,20.7,0.456,15.64,32540,3.1,10.09,12.34,15.51,18.48,21.41,20990,25670,32270,38450,44540,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9051,"Furnace, kiln, oven, drier, and kettle operators and tenders",,**,**,**,17.98,37400,4.3,11.03,14.89,18.18,21.15,23.33,22930,30970,37820,43990,48520,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9061,"Inspectors, testers, sorters, samplers, and weighers",,5510,4.4,2.244,19.55,40660,1.2,12.23,14.97,18.42,22.95,28.23,25430,31130,38310,47740,58720,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9071,Jewelers and precious stone and metal workers,,390,29.8,0.158,20.10,41800,5.1,12.39,16.33,19.59,23.63,27.80,25780,33960,40740,49140,57820,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9081,Dental laboratory technicians,,760,19.7,0.308,23.48,48830,4.9,11.40,14.28,21.82,32.50,38.36,23720,29710,45380,67600,79800,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9082,Medical appliance technicians,,190,15.6,0.076,21.94,45640,3.5,16.44,18.81,21.26,24.70,29.04,34190,39120,44220,51380,60400,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9083,Ophthalmic laboratory technicians,,210,23.1,0.086,19.15,39840,6.8,10.51,11.98,16.53,22.33,35.55,21870,24910,34390,46450,73950,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9111,Packaging and filling machine operators and tenders,,4620,10.6,1.882,13.50,28080,1.9,8.83,10.06,12.84,16.42,19.34,18370,20920,26700,34150,40220,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9121,"Coating, painting, and spraying machine setters, operators, and tenders",,1380,10.7,0.563,17.04,35430,1.5,11.33,13.23,16.29,20.51,24.16,23560,27520,33890,42660,50260,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9122,"Painters, transportation equipment",,270,28.5,0.109,20.25,42130,5.4,11.72,16.59,18.87,23.48,32.03,24370,34510,39240,48830,66620,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9123,"Painting, coating, and decorating workers",,290,22.5,0.118,15.91,33090,3.9,10.11,12.00,16.55,18.96,21.27,21020,24950,34430,39450,44230,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9131,Photographic process workers,,200,37.7,0.080,14.92,31040,15.5,9.00,10.01,11.82,15.59,28.78,18730,20820,24580,32430,59870,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9132,Photographic processing machine operators,,750,13.7,0.304,10.71,22280,3.0,8.24,8.65,9.33,11.59,15.37,17140,17990,19410,24100,31980,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9141,Semiconductor processors,,1420,39.8,0.579,18.94,39400,5.6,12.68,14.35,17.63,23.02,28.42,26370,29840,36670,47870,59120,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9191,Cementing and gluing machine operators and tenders,,190,12.7,0.076,14.60,30370,4.0,10.28,11.29,13.68,17.08,20.67,21390,23490,28450,35520,43000,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9192,"Cleaning, washing, and metal pickling equipment operators and tenders",,330,31.8,0.136,14.56,30280,3.6,9.88,10.98,14.21,17.11,19.70,20550,22840,29560,35580,40990,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9193,Cooling and freezing equipment operators and tenders,,120,40.4,0.047,21.84,45430,6.4,16.54,18.83,20.60,22.62,32.72,34410,39160,42850,47040,68050,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9194,Etchers and engravers,,110,38.4,0.045,15.27,31760,5.3,10.37,11.88,14.34,18.68,21.70,21570,24710,29830,38860,45140,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9195,"Molders, shapers, and casters, except metal and plastic",,700,12.7,0.284,17.85,37130,2.8,12.52,14.35,17.40,21.37,24.13,26040,29850,36200,44450,50200,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9196,"Paper goods machine setters, operators, and tenders",,710,8.7,0.290,16.37,34050,2.5,11.92,13.81,16.31,18.38,21.50,24800,28720,33920,38240,44720,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9198,Helpers--production workers,,3920,11.7,1.594,12.38,25750,2.7,8.70,9.81,11.33,14.14,18.01,18090,20400,23570,29420,37470,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",51-9199,"Production workers, all other",,2250,9.8,0.916,14.27,29690,2.8,8.68,10.12,13.18,17.49,21.52,18060,21060,27410,36370,44760,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-0000,Transportation and material moving occupations,major,110330,2.0,44.903,16.76,34860,1.4,8.95,10.81,14.77,20.26,26.01,18610,22480,30720,42130,54100,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-1011,Aircraft cargo handling supervisors,,140,17.4,0.058,29.68,61730,13.8,13.89,19.90,24.30,42.31,47.79,28890,41400,50540,88010,99390,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-1021,"First-line supervisors/managers of helpers, laborers, and material movers, hand",,2090,5.7,0.850,24.06,50040,2.8,14.37,17.75,22.37,28.60,35.95,29890,36920,46530,59480,74770,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-1031,First-line supervisors/managers of transportation and material-moving machine and vehicle operators,,3280,6.2,1.335,27.38,56960,2.2,14.47,19.58,27.24,32.85,39.28,30110,40730,56660,68320,81710,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-2011,"Airline pilots, copilots, and flight engineers",,710,14.4,0.290,*,148630,10.2,*,*,*,*,*,93430,111420,140430,#,#,True,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-2012,Commercial pilots,,280,10.1,0.115,*,74500,6.2,*,*,*,*,*,53960,61870,71570,79780,114280,True,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-2021,Air traffic controllers,,560,0.7,0.229,60.07,124950,2.0,29.22,43.63,67.54,73.68,#,60770,90760,140470,153250,#,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-3011,"Ambulance drivers and attendants, except emergency medical technicians",,320,23.2,0.130,13.40,27880,4.9,9.28,10.66,12.46,16.11,18.67,19310,22180,25920,33510,38840,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-3021,"Bus drivers, transit and intercity",,1930,18.0,0.787,17.28,35950,5.2,12.09,13.70,16.11,19.82,24.59,25150,28490,33500,41230,51140,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-3022,"Bus drivers, school",,7440,5.3,3.029,16.32,33950,5.0,9.71,12.38,15.55,20.15,23.48,20200,25740,32340,41920,48850,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-3031,Driver/sales workers,,4010,12.8,1.633,15.44,32110,4.5,8.13,9.77,14.19,20.70,24.55,16910,20320,29510,43050,51060,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-3032,"Truck drivers, heavy and tractor-trailer",,14930,4.7,6.078,20.71,43070,1.4,13.71,16.78,20.06,24.37,29.05,28530,34900,41720,50680,60430,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-3033,"Truck drivers, light or delivery services",,14540,4.6,5.917,16.61,34540,2.1,9.06,11.25,15.79,21.38,25.73,18840,23410,32830,44480,53520,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-3041,Taxi drivers and chauffeurs,,5010,12.2,2.037,13.34,27740,2.6,9.41,10.68,12.54,14.83,19.11,19560,22210,26090,30840,39750,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-3099,"Motor vehicle operators, all other",,940,11.0,0.382,12.63,26260,5.5,8.97,9.81,10.98,14.65,19.66,18660,20400,22830,30470,40890,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-5011,Sailors and marine oilers,,260,2.2,0.106,15.67,32580,6.0,10.18,11.50,15.14,18.75,22.42,21180,23920,31490,39010,46630,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-5021,"Captains, mates, and pilots of water vessels",,610,37.6,0.249,22.93,47680,6.9,13.95,16.81,19.19,26.08,39.16,29020,34960,39920,54250,81440,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-5022,Motorboat operators,,**,**,**,14.98,31160,4.2,12.90,13.49,14.46,15.41,16.12,26840,28050,30070,32060,33530,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-6011,Bridge and lock tenders,,120,3.3,0.048,15.78,32830,2.9,11.54,14.04,16.06,17.69,19.84,24010,29210,33410,36800,41270,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-6021,Parking lot attendants,,3810,9.8,1.551,10.64,22130,2.7,8.14,8.58,9.56,11.99,14.75,16930,17850,19890,24940,30680,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-6031,Service station attendants,,1650,33.2,0.671,10.65,22150,3.4,8.51,9.19,10.20,11.53,13.78,17690,19110,21210,23990,28650,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-6041,Traffic technicians,,130,2.0,0.054,20.69,43030,4.4,15.21,16.36,18.24,23.66,29.88,31640,34020,37940,49220,62140,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-6051,Transportation inspectors,,220,16.2,0.091,29.82,62030,5.7,14.52,16.71,20.62,43.50,57.30,30200,34760,42890,90480,119190,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-6099,"Transportation workers, all other",,270,18.9,0.111,18.30,38070,4.4,11.64,15.00,19.37,21.30,22.35,24210,31210,40300,44310,46490,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-7011,Conveyor operators and tenders,,340,19.6,0.138,17.01,35380,5.9,9.59,11.81,14.20,19.11,36.35,19940,24560,29530,39760,75600,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-7021,Crane and tower operators,,290,28.4,0.116,22.29,46370,10.3,13.19,15.95,19.75,28.49,36.68,27440,33180,41080,59260,76290,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-7032,Excavating and loading machine and dragline operators,,1060,17.0,0.433,21.98,45720,4.4,12.08,15.73,21.14,27.59,31.82,25130,32710,43980,57380,66180,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-7041,Hoist and winch operators,,80,29.8,0.034,22.96,47750,5.3,13.88,16.82,20.70,30.52,34.38,28870,34990,43050,63490,71510,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-7051,Industrial truck and tractor operators,,4990,8.7,2.030,17.01,35370,2.0,10.65,12.96,16.40,19.68,24.57,22150,26960,34120,40940,51100,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-7061,Cleaners of vehicles and equipment,,2130,18.0,0.867,11.51,23950,2.7,8.46,8.99,10.04,12.44,16.00,17590,18700,20870,25880,33270,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-7062,"Laborers and freight, stock, and material movers, hand",,23150,3.7,9.421,14.04,29200,1.3,8.86,10.34,12.84,17.05,21.03,18420,21500,26700,35460,43740,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-7063,Machine feeders and offbearers,,790,10.8,0.320,16.20,33690,5.0,10.49,13.20,16.56,18.98,21.92,21810,27460,34440,39480,45590,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-7064,"Packers and packagers, hand",,11510,8.3,4.684,11.48,23880,2.2,8.32,8.91,10.22,12.48,16.52,17310,18530,21260,25970,34350,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-7071,Gas compressor and gas pumping station operators,,130,38.1,0.055,19.29,40110,11.3,11.70,13.87,19.23,23.93,27.49,24330,28840,40000,49770,57170,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-7072,"Pump operators, except wellhead pumpers",,120,38.5,0.051,24.48,50920,9.1,10.50,16.59,21.90,37.14,42.24,21840,34500,45550,77260,87850,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-7081,Refuse and recyclable material collectors,,1470,10.7,0.598,17.92,37280,3.0,11.54,14.16,17.36,21.26,24.47,24010,29450,36100,44230,50900,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-7121,"Tank car, truck, and ship loaders",,**,**,**,20.84,43340,4.6,15.24,16.60,20.74,25.43,27.55,31700,34520,43140,52890,57310,,
MA,71650,"Boston-Cambridge-Quincy, MA-NH",53-7199,"Material moving workers, all other",,240,21.8,0.097,18.54,38570,6.7,9.99,11.93,20.95,24.08,24.87,20780,24810,43590,50080,51730,,
MI,19820,"Detroit-Warren-Livonia, MI",00-0000,All Occupations,total,1766340,0.7,1000.000,22.41,46620,1.0,8.36,11.27,17.64,28.58,41.23,17390,23430,36680,59440,85760,,
MI,19820,"Detroit-Warren-Livonia, MI",11-0000,Management occupations,major,78190,1.8,44.269,51.67,107470,1.0,23.16,33.00,46.48,63.32,#,48180,68630,96690,131700,#,,
MI,19820,"Detroit-Warren-Livonia, MI",11-1011,Chief executives,,5310,3.6,3.005,84.73,176240,1.8,39.64,56.15,#,#,#,82440,116780,#,#,#,,
MI,19820,"Detroit-Warren-Livonia, MI",11-1021,General and operations managers,,16380,3.0,9.273,54.61,113590,1.5,23.19,33.68,47.76,67.31,#,48240,70050,99340,140000,#,,
MI,19820,"Detroit-Warren-Livonia, MI",11-1031,Legislators,,430,24.9,0.244,*,34640,8.4,*,*,*,*,*,15600,15990,19000,53790,70700,True,
MI,19820,"Detroit-Warren-Livonia, MI",11-2011,Advertising and promotions managers,,460,18.1,0.259,59.09,122920,12.3,20.99,37.10,50.04,72.26,#,43650,77160,104090,150300,#,,
MI,19820,"Detroit-Warren-Livonia, MI",11-2021,Marketing managers,,1790,7.3,1.011,50.09,104180,2.0,27.10,35.40,47.26,61.48,77.18,56360,73630,98300,127880,160530,,
MI,19820,"Detroit-Warren-Livonia, MI",11-2022,Sales managers,,5280,5.5,2.992,55.49,115420,3.1,25.46,36.36,51.20,67.51,#,52950,75630,106500,140430,#,,
MI,19820,"Detroit-Warren-Livonia, MI",11-2031,Public relations managers,,590,15.0,0.337,45.66,94970,6.9,22.22,27.17,41.51,59.25,72.95,46210,56520,86340,123240,151730,,
MI,19820,"Detroit-Warren-Livonia, MI",11-3011,Administrative services managers,,2810,4.5,1.591,39.17,81470,3.8,19.74,26.07,34.05,46.50,63.57,41070,54240,70830,96720,132220,,
MI,19820,"Detroit-Warren-Livonia, MI",11-3021,Computer and information systems managers,,3690,4.2,2.087,56.40,117310,2.1,35.42,43.41,54.52,65.81,#,73670,90290,113400,136890,#,,
MI,19820,"Detroit-Warren-Livonia, MI",11-3031,Financial managers,,5460,6.1,3.093,53.26,110790,2.5,29.24,36.95,48.10,63.02,#,60830,76860,100060,131070,#,,
