AREA_TITLE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,LOC_QUOTIENT
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Financial specialists, all other",,5170,2.2,2.246,41.99,87350,2.6,21.73,29.32,41.01,51.20,66.97,45200,60990,85300,106490,139300,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Computer and mathematical science occupations,major,172700,2.1,75.085,44.29,92120,1.0,24.31,32.50,43.31,54.34,65.64,50560,67600,90090,113020,136520,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Computer and information scientists, research",,3010,8.8,1.310,51.52,107150,3.0,30.91,38.25,50.04,63.36,73.66,64280,79570,104080,131780,153210,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Computer programmers,,10900,7.3,4.741,39.43,82010,1.8,24.36,30.52,38.76,47.28,55.42,50680,63480,80620,98340,115270,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Computer software engineers, applications",,26490,6.5,11.519,47.31,98400,1.6,29.37,36.30,46.32,56.53,67.46,61090,75500,96350,117580,140310,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Computer software engineers, systems software",,26040,7.8,11.322,52.12,108400,2.8,31.16,39.71,50.51,63.15,76.16,64820,82600,105060,131360,158410,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Computer support specialists,,15390,4.6,6.692,25.65,53350,2.1,13.43,18.66,24.98,31.50,38.81,27930,38820,51960,65530,80720,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Computer systems analysts,,29960,6.7,13.027,46.42,96550,1.9,26.73,34.81,45.04,56.07,68.66,55600,72410,93680,116620,142810,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Database administrators,,4520,5.7,1.964,40.14,83490,1.3,22.78,29.63,40.30,49.81,57.82,47390,61640,83830,103600,120260,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Network and computer systems administrators,,17600,5.5,7.651,39.57,82310,1.5,23.63,30.05,37.81,47.83,58.26,49140,62510,78640,99480,121180,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Network systems and data communications analysts,,13050,7.1,5.674,41.50,86310,1.5,24.18,31.97,40.29,51.63,61.48,50290,66500,83800,107400,127870,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Computer specialists, all other",,17510,1.3,7.612,48.83,101570,1.7,33.22,41.82,50.15,55.98,63.10,69100,87000,104320,116430,131250,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Actuaries,,370,36.3,0.163,52.84,109900,3.2,28.06,35.15,47.41,65.84,#,58370,73100,98610,136940,#,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Mathematicians,,220,27.8,0.097,58.51,121700,4.4,38.74,49.06,59.40,73.65,76.97,80580,102050,123540,153200,160090,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Operations research analysts,,4670,17.2,2.030,49.45,102860,3.3,24.92,34.69,48.49,62.95,75.10,51830,72160,100850,130940,156200,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Statisticians,,2910,3.5,1.264,43.98,91480,3.1,24.24,35.40,44.58,52.93,60.91,50420,73640,92720,110100,126690,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Mathematical scientists, all other",,40,0.0,0.018,25.77,53590,1.6,14.29,14.30,19.82,24.24,52.68,29730,29740,41220,50420,109570,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Architecture and engineering occupations,major,54810,3.2,23.832,42.77,88970,1.4,21.02,28.73,40.59,54.34,68.53,43720,59750,84420,113030,142540,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Architects, except landscape and naval",,3800,12.8,1.651,39.56,82270,2.4,22.49,28.14,37.52,48.51,59.61,46780,58520,78040,100900,123990,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Landscape architects,,560,17.2,0.244,32.86,68340,5.7,15.06,23.46,29.66,40.24,52.45,31330,48800,61700,83700,109090,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Cartographers and photogrammetrists,,660,20.4,0.288,35.62,74090,2.1,21.80,26.60,33.91,44.16,51.90,45350,55340,70520,91850,107950,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Surveyors,,1270,20.3,0.553,29.49,61330,4.5,14.63,20.64,25.61,35.02,46.51,30420,42940,53270,72850,96740,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Aerospace engineers,,2580,12.5,1.124,53.58,111450,2.7,34.60,42.57,54.30,65.20,73.65,71970,88550,112940,135620,153190,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Biomedical engineers,,400,40.9,0.174,34.66,72090,5.2,21.73,26.00,30.62,44.24,53.56,45200,54080,63680,92020,111410,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Chemical engineers,,340,8.9,0.149,44.74,93060,3.3,27.30,34.26,45.93,54.33,62.25,56780,71250,95540,113000,129480,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Civil engineers,,5830,6.5,2.533,43.37,90220,3.9,25.69,31.87,40.97,51.54,63.13,53430,66280,85220,107210,131300,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Computer hardware engineers,,2430,15.4,1.055,53.15,110550,4.1,32.30,43.06,52.09,64.20,73.65,67180,89570,108350,133540,153200,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Electrical engineers,,4770,11.1,2.073,47.99,99820,1.8,29.32,37.08,46.61,57.82,70.43,60990,77120,96960,120270,146490,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Electronics engineers, except computer",,4080,8.3,1.774,50.48,104990,1.8,31.50,39.24,50.56,61.29,72.94,65530,81610,105170,127490,151710,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Environmental engineers,,1450,15.8,0.631,46.86,97470,3.1,28.51,37.11,44.26,53.52,69.04,59310,77190,92050,111310,143600,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Health and safety engineers, except mining safety engineers and inspectors",,360,8.9,0.155,43.96,91440,3.4,25.94,34.44,43.89,54.04,64.21,53960,71620,91280,112400,133550,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Industrial engineers,,2950,39.9,1.283,43.49,90470,2.6,27.24,32.52,41.38,51.06,64.67,56660,67630,86080,106200,134520,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Marine engineers and naval architects,,450,18.6,0.196,49.71,103400,6.5,27.04,35.62,51.62,63.55,70.47,56240,74090,107380,132170,146580,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Materials engineers,,200,10.9,0.086,52.05,108270,3.9,29.45,41.35,53.20,64.86,73.66,61260,86000,110650,134910,153200,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Mechanical engineers,,3870,8.3,1.684,53.12,110490,5.7,28.53,36.09,48.21,64.21,#,59330,75060,100280,133550,#,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Nuclear engineers,,**,**,**,57.03,118620,10.6,34.53,43.36,58.08,73.27,78.31,71830,90180,120810,152410,162890,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Petroleum engineers,,70,33.6,0.031,54.47,113290,6.5,37.49,47.37,57.61,64.20,67.69,77980,98520,119840,133540,140800,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Engineers, all other",,6250,5.2,2.718,53.65,111590,3.6,25.18,41.79,57.20,67.78,74.12,52380,86930,118970,140970,154170,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Architectural and civil drafters,,1710,19.5,0.744,24.02,49960,1.8,15.95,19.52,23.19,28.24,32.65,33180,40590,48230,58750,67900,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Electrical and electronics drafters,,580,15.0,0.254,29.22,60770,4.8,17.95,22.94,28.78,34.38,41.11,37340,47710,59850,71510,85510,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Mechanical drafters,,370,16.7,0.161,26.52,55160,8.1,13.41,18.01,26.24,32.83,40.53,27890,37450,54580,68280,84310,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Drafters, all other",,30,38.6,0.014,28.80,59900,4.3,18.13,26.47,30.43,33.25,35.40,37710,55060,63300,69160,73630,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Aerospace engineering and operations technicians,,170,23.7,0.073,32.61,67820,3.3,20.28,24.23,29.48,40.02,52.31,42180,50390,61310,83240,108800,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Civil engineering technicians,,1860,12.2,0.808,24.98,51950,3.1,15.16,18.81,24.82,30.86,35.92,31530,39120,51620,64180,74710,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Electrical and electronic engineering technicians,,3340,8.1,1.450,28.86,60030,3.1,18.77,22.02,28.83,34.99,41.01,39040,45800,59970,72780,85300,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Environmental engineering technicians,,290,37.6,0.125,25.38,52780,7.6,16.45,18.30,22.07,30.65,41.09,34220,38070,45900,63750,85460,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Industrial engineering technicians,,450,18.0,0.197,24.77,51530,5.7,13.49,17.17,23.30,30.95,40.32,28060,35720,48470,64370,83870,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Mechanical engineering technicians,,460,23.1,0.198,24.82,51630,6.7,13.18,17.12,23.06,30.94,37.74,27410,35600,47960,64350,78490,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Engineering technicians, except drafters, all other",,1160,3.4,0.506,32.37,67340,2.8,14.29,20.31,36.16,42.17,46.21,29730,42240,75210,87720,96120,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Surveying and mapping technicians,,1330,18.6,0.577,20.11,41830,6.9,10.21,12.42,18.84,25.92,32.81,21240,25830,39190,53920,68240,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Life, physical, and social science occupations",major,45130,2.2,19.623,43.57,90630,1.3,20.40,28.34,41.63,54.37,70.18,42430,58960,86600,113090,145970,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Animal scientists,,50,30.6,0.023,42.93,89280,12.9,22.49,26.35,38.11,57.62,71.46,46790,54820,79280,119840,148640,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Food scientists and technologists,,90,17.2,0.038,43.63,90740,4.8,24.23,33.33,45.31,50.16,53.44,50400,69320,94240,104330,111150,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Soil and plant scientists,,300,5.7,0.130,43.26,89990,3.8,25.86,31.28,39.82,53.01,67.77,53790,65050,82830,110250,140970,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Biochemists and biophysicists,,140,24.2,0.061,46.33,96360,7.1,22.38,33.90,43.63,58.36,66.47,46540,70520,90760,121380,138260,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Microbiologists,,620,28.9,0.271,44.10,91730,2.9,26.10,33.91,44.31,54.34,62.82,54290,70530,92150,113020,130660,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Zoologists and wildlife biologists,,230,10.4,0.100,47.22,98210,5.5,22.74,35.15,50.15,55.98,73.58,47300,73110,104320,116440,153050,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Biological scientists, all other",,860,5.0,0.373,49.77,103520,3.6,24.24,32.88,43.34,67.11,78.36,50420,68390,90150,139600,162990,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Conservation scientists,,510,13.1,0.221,35.20,73210,3.5,18.32,24.89,33.80,44.57,54.32,38110,51780,70310,92710,112990,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Foresters,,80,8.6,0.034,38.08,79200,10.2,23.09,29.18,35.46,41.20,68.42,48040,60700,73760,85690,142320,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Epidemiologists,,270,38.1,0.119,33.86,70430,2.5,21.66,29.22,33.19,39.61,47.71,45040,60780,69030,82380,99240,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Medical scientists, except epidemiologists",,880,14.3,0.383,48.31,100490,4.5,27.27,33.96,45.81,55.95,70.79,56710,70640,95290,116390,147230,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Life scientists, all other",,300,48.0,0.129,45.30,94230,10.8,20.68,26.52,41.72,62.11,73.75,43020,55160,86770,129180,153410,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Astronomers,,**,**,**,61.86,128660,3.5,42.17,54.33,64.21,73.65,73.66,87720,113010,133550,153190,153210,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Physicists,,1060,5.1,0.462,58.01,120670,2.2,38.51,47.60,55.62,73.65,74.21,80110,99000,115690,153190,154350,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Atmospheric and space scientists,,340,4.6,0.146,50.01,104020,2.6,34.32,41.69,49.46,59.27,69.07,71390,86710,102870,123280,143660,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Chemists,,1370,7.2,0.596,50.63,105310,2.2,32.54,41.80,51.54,60.58,70.73,67680,86940,107210,126000,147110,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Materials scientists,,100,21.2,0.043,44.71,93010,4.6,24.92,34.18,45.37,53.69,65.45,51840,71100,94380,111680,136140,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Environmental scientists and specialists, including health",,3440,8.6,1.493,48.18,100210,5.5,23.40,31.27,45.98,59.26,72.65,48660,65050,95630,123270,151120,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Geoscientists, except hydrologists and geographers",,580,15.5,0.250,47.97,99780,5.8,21.85,31.29,45.81,60.79,76.96,45450,65080,95290,126440,160080,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Hydrologists,,180,23.9,0.077,52.98,110190,16.9,19.99,28.94,44.57,67.01,#,41580,60200,92710,139380,#,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Physical scientists, all other",,1890,5.1,0.821,56.73,118000,1.7,35.14,47.36,59.26,69.71,73.66,73100,98510,123270,145000,153210,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Economists,,4430,4.0,1.924,56.76,118060,3.4,30.63,41.80,54.33,68.02,79.88,63700,86930,113000,141490,166160,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Market research analysts,,8470,4.2,3.685,35.71,74270,1.8,18.87,23.80,32.74,45.63,58.20,39260,49500,68100,94900,121060,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Survey researchers,,900,15.8,0.393,29.20,60730,7.9,15.05,19.50,25.07,32.41,46.84,31290,40550,52140,67410,97430,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Clinical, counseling, and school psychologists",,1610,9.4,0.701,35.00,72790,3.4,20.58,27.46,35.15,42.28,49.78,42800,57110,73120,87930,103540,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Industrial-organizational psychologists,,180,43.8,0.079,*,*,*,*,*,*,*,*,*,*,*,*,*,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Psychologists, all other",,200,1.0,0.087,49.54,103040,2.4,29.92,41.79,48.31,54.77,73.65,62230,86930,100480,113910,153200,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Sociologists,,610,24.8,0.266,45.13,93860,6.0,22.97,30.77,39.77,51.91,76.59,47780,64000,82720,107980,159300,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Urban and regional planners,,940,7.1,0.410,34.55,71860,3.1,22.39,25.89,32.25,41.68,51.18,46560,53860,67080,86700,106460,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Anthropologists and archeologists,,80,2.9,0.034,40.38,83990,4.9,17.42,29.33,38.65,51.55,66.61,36240,61000,80400,107220,138550,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Geographers,,240,0.4,0.103,39.67,82510,1.5,24.24,29.33,39.82,45.97,54.33,50410,61010,82830,95620,113010,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Historians,,500,34.5,0.216,40.54,84330,3.7,21.44,33.82,38.97,49.38,57.61,44590,70350,81050,102720,119840,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Political scientists,,2670,4.6,1.159,55.30,115030,2.7,35.14,44.57,54.34,64.21,73.65,73090,92710,113030,133550,153200,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Social scientists and related workers, all other",,6200,4.7,2.695,46.08,95840,4.1,24.24,34.30,43.33,53.86,68.06,50420,71340,90130,112030,141550,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Agricultural and food science technicians,,170,34.1,0.074,24.47,50900,4.7,16.38,19.37,23.93,29.51,34.40,34070,40300,49780,61380,71560,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Biological technicians,,1380,34.0,0.601,22.12,46020,3.0,12.73,15.99,20.93,27.63,32.81,26490,33270,43530,57460,68240,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Chemical technicians,,300,41.0,0.129,22.38,46550,6.0,13.63,16.89,20.09,27.43,34.61,28360,35130,41790,57060,71990,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Social science research assistants,,970,11.7,0.420,22.75,47330,3.8,13.87,17.04,19.74,25.37,35.11,28850,35440,41060,52780,73030,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Environmental science and protection technicians, including health",,380,19.2,0.167,24.25,50450,5.0,13.83,17.06,23.10,29.71,38.72,28770,35470,48060,61800,80540,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Forensic science technicians,,400,20.8,0.176,37.71,78430,5.7,23.10,26.92,33.77,45.17,54.34,48050,56000,70250,93950,113020,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Life, physical, and social science technicians, all other",,910,18.3,0.394,26.93,56020,5.4,13.42,15.93,25.31,35.79,45.07,27900,33140,52640,74450,93740,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Community and social services occupations,major,29180,4.8,12.686,24.52,51000,3.0,11.67,15.98,22.78,31.15,40.30,24280,33240,47390,64780,83820,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Substance abuse and behavioral disorder counselors,,1200,11.0,0.521,23.57,49020,3.8,12.99,16.09,22.57,29.63,36.03,27010,33460,46960,61630,74930,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Educational, vocational, and school counselors",,4620,11.0,2.010,31.56,65650,6.2,16.63,22.10,29.89,40.10,50.06,34600,45960,62160,83400,104120,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Marriage and family therapists,,270,21.9,0.119,27.08,56330,2.9,17.71,21.79,26.35,32.29,38.02,36840,45320,54800,67170,79080,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Mental health counselors,,1880,6.3,0.817,27.31,56810,2.9,17.07,20.50,25.48,32.42,42.44,35500,42630,52990,67430,88270,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Rehabilitation counselors,,2620,12.2,1.140,15.89,33060,3.9,9.73,11.09,13.75,18.71,25.19,20240,23070,28600,38910,52390,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Counselors, all other",,330,8.5,0.142,23.25,48360,5.4,15.93,18.36,21.42,27.05,34.84,33120,38200,44560,56270,72470,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Child, family, and school social workers",,4490,7.8,1.953,26.26,54620,3.9,14.22,17.49,24.83,33.37,41.55,29570,36390,51660,69410,86420,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Medical and public health social workers,,1130,8.6,0.489,27.99,58220,2.5,17.05,22.01,27.85,33.00,39.14,35470,45790,57930,68640,81410,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Mental health and substance abuse social workers,,2080,12.4,0.905,25.85,53770,3.0,16.18,20.49,25.12,30.76,37.15,33650,42620,52250,63970,77260,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Social workers, all other",,760,25.2,0.330,25.00,51990,8.7,9.55,13.96,24.24,35.14,41.40,19870,29040,50410,73100,86110,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Health educators,,1530,16.0,0.664,33.50,69670,5.2,17.38,24.11,30.38,40.08,56.21,36140,50150,63190,83370,116920,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Probation officers and correctional treatment specialists,,1070,8.3,0.464,25.36,52750,3.5,16.97,19.83,23.55,29.87,37.50,35290,41250,48980,62130,77990,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Social and human service assistants,,4540,18.0,1.973,15.90,33060,2.3,8.43,11.63,15.11,19.19,24.45,17530,24190,31420,39920,50850,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Community and social service specialists, all other",,1630,13.5,0.707,22.07,45910,5.6,9.17,15.64,22.02,28.77,34.10,19080,32530,45800,59830,70940,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Clergy,,630,16.7,0.272,23.17,48190,8.0,10.95,14.15,19.98,29.56,36.16,22780,29430,41550,61490,75210,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Directors, religious activities and education",,340,26.6,0.148,26.27,54640,6.3,14.22,18.01,26.63,31.70,39.51,29570,37470,55390,65940,82180,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Religious workers, all other",,**,**,**,17.88,37190,2.9,11.55,13.87,16.88,20.61,26.38,24030,28840,35120,42880,54880,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Legal occupations,major,59780,2.0,25.992,59.57,123910,3.0,24.23,35.14,56.98,73.66,#,50400,73100,118520,153210,#,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Lawyers,,37970,3.1,16.510,73.19,152230,3.0,39.85,52.95,70.20,#,#,82890,110130,146020,#,#,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Arbitrators, mediators, and conciliators",,340,30.1,0.148,59.19,123120,14.0,18.71,25.32,45.69,#,#,38910,52660,95030,#,#,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Paralegals and legal assistants,,9780,4.1,4.251,30.34,63110,3.2,17.80,22.25,28.31,36.17,46.00,37020,46290,58880,75230,95670,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Court reporters,,840,26.7,0.365,22.53,46850,3.7,15.27,18.12,22.30,25.41,32.01,31760,37700,46390,52860,66580,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Law clerks,,1030,14.5,0.449,27.79,57800,4.1,15.70,19.60,25.97,32.47,42.76,32660,40770,54010,67530,88930,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Title examiners, abstractors, and searchers",,460,32.6,0.202,20.25,42110,6.0,15.11,16.88,19.08,22.29,25.40,31430,35110,39680,46370,52830,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Legal support workers, all other",,**,**,**,43.10,89660,5.1,24.35,32.02,39.23,57.20,66.94,50640,66590,81610,118980,139240,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Education, training, and library occupations",major,146850,2.3,63.850,28.21,58680,4.1,11.23,16.23,25.72,37.08,48.49,23360,33760,53500,77120,100850,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Business teachers, postsecondary",,2000,22.0,0.871,*,72510,4.8,*,*,*,*,*,31430,42970,65220,91600,125370,True,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Computer science teachers, postsecondary",,850,8.0,0.371,*,65980,4.5,*,*,*,*,*,32350,43220,61180,80290,104990,True,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Mathematical science teachers, postsecondary",,870,21.6,0.376,*,67300,3.6,*,*,*,*,*,31720,42380,60880,82450,116300,True,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Architecture teachers, postsecondary",,**,**,**,*,81020,3.5,*,*,*,*,*,39100,60520,79960,97750,120900,True,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Engineering teachers, postsecondary",,**,**,**,*,87260,4.1,*,*,*,*,*,42830,64470,79810,105390,139730,True,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Agricultural sciences teachers, postsecondary",,90,47.1,0.039,*,81360,4.4,*,*,*,*,*,44820,55670,73510,106490,136270,True,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Biological science teachers, postsecondary",,710,19.7,0.307,*,79060,4.9,*,*,*,*,*,35400,47370,68220,95380,143290,True,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Atmospheric, earth, marine, and space sciences teachers, postsecondary",,60,35.4,0.026,*,67830,7.3,*,*,*,*,*,32050,43400,64780,86750,115270,True,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Chemistry teachers, postsecondary",,360,12.2,0.156,*,79590,2.6,*,*,*,*,*,40490,53080,69600,96150,137400,True,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Environmental science teachers, postsecondary",,70,37.9,0.028,*,74870,6.0,*,*,*,*,*,33620,45760,70820,97820,122420,True,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Physics teachers, postsecondary",,260,33.2,0.114,*,87050,3.6,*,*,*,*,*,44210,57380,76440,108150,150870,True,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Anthropology and archeology teachers, postsecondary",,140,30.0,0.059,*,77350,6.4,*,*,*,*,*,45140,56180,70800,91080,122060,True,,
