AREA_TITLE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,LOC_QUOTIENT
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Wholesale and retail buyers, except farm products",,1690,17.4,26.38,54860,2.9,14.14,18.29,24.66,31.10,39.30,29420,38040,51300,64690,81740,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Purchasing agents, except wholesale, retail, and farm products",,8910,2.7,36.58,76090,0.8,20.62,26.55,35.50,45.67,55.85,42890,55220,73840,94990,116170,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Claims adjusters, examiners, and investigators",,2490,7.6,29.59,61550,3.1,18.17,21.99,27.90,35.49,44.42,37800,45750,58040,73810,92390,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Insurance appraisers, auto damage",,130,33.9,28.10,58440,2.6,21.68,24.48,27.73,31.10,36.16,45100,50910,57690,64690,75210,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Compliance officers, except agriculture, construction, health and safety, and transportation",,6730,2.1,31.46,65430,5.9,14.68,20.40,30.69,40.59,48.77,30530,42430,63820,84430,101450,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Cost estimators,,4070,5.8,31.58,65680,2.2,19.31,23.82,29.96,37.65,46.89,40160,49540,62320,78320,97520,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Emergency management specialists,,250,20.5,36.73,76390,4.2,22.24,28.15,36.04,44.00,51.72,46270,58560,74960,91520,107580,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Employment, recruitment, and placement specialists",,5230,7.4,30.31,63050,3.3,16.55,20.16,27.72,37.57,47.44,34430,41930,57650,78150,98680,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Compensation, benefits, and job analysis specialists",,2860,4.9,33.99,70700,5.5,20.26,24.29,31.27,39.27,50.10,42140,50530,65040,81680,104210,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Training and development specialists,,5750,5.1,32.47,67540,1.8,17.88,23.22,30.93,41.75,50.07,37190,48300,64330,86830,104150,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Human resources, training, and labor relations specialists, all other",,9550,1.8,38.47,80030,2.7,21.40,28.56,38.66,48.39,58.18,44520,59410,80410,100640,121020,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Logisticians,,3800,5.6,39.21,81550,3.4,21.79,29.01,38.88,49.18,59.25,45320,60340,80860,102290,123230,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Management analysts,,44550,4.4,43.68,90860,1.8,24.08,31.33,41.52,52.53,66.99,50090,65170,86360,109260,139350,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Meeting and convention planners,,3260,6.2,26.45,55020,1.2,17.24,20.30,24.60,31.29,39.17,35860,42220,51160,65090,81470,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Business operations specialists, all other",,46550,1.4,40.69,84640,3.2,21.39,28.19,37.59,49.21,67.00,44490,58630,78190,102360,139360,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Accountants and auditors,,30520,3.3,36.46,75830,1.0,20.60,25.58,33.09,44.91,57.05,42850,53210,68830,93420,118660,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Appraisers and assessors of real estate,,750,15.1,32.96,68560,6.0,18.66,22.27,29.78,42.23,55.10,38810,46320,61950,87840,114610,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Budget analysts,,4520,2.5,39.41,81970,2.9,23.85,30.27,39.33,47.35,57.39,49600,62960,81800,98490,119370,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Credit analysts,,990,12.6,35.85,74560,4.3,17.78,22.88,30.96,44.67,60.59,36990,47600,64390,92920,126030,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Financial analysts,,7310,10.4,39.87,82930,3.1,21.56,27.34,36.53,47.92,62.90,44850,56860,75980,99680,130840,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Personal financial advisors,,2180,15.0,41.65,86630,4.7,19.83,27.03,38.60,51.11,66.48,41240,56220,80290,106310,138270,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Insurance underwriters,,600,13.8,30.23,62870,5.6,16.33,20.22,26.53,36.88,47.91,33960,42060,55180,76720,99660,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Financial examiners,,610,9.7,50.57,105190,9.9,21.25,30.34,51.24,66.44,77.83,44200,63100,106570,138200,161890,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Loan counselors,,770,20.7,26.61,55350,5.2,14.63,17.66,22.95,34.77,45.94,30420,36720,47730,72310,95550,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Loan officers,,6510,9.7,28.51,59290,3.2,14.81,18.83,24.86,31.85,45.69,30800,39160,51700,66260,95030,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Tax examiners, collectors, and revenue agents",,540,1.9,30.60,63640,1.9,19.18,23.02,28.67,38.07,46.68,39900,47880,59640,79190,97090,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Tax preparers,,1080,22.3,19.16,39850,12.2,7.90,11.96,17.23,22.24,26.16,16430,24880,35830,46270,54410,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Financial specialists, all other",,4440,3.0,41.27,85840,2.4,22.16,29.24,40.10,49.38,64.50,46080,60820,83410,102710,134170,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Computer and mathematical science occupations,major,169810,1.6,42.97,89390,1.0,23.81,31.67,42.02,52.87,63.86,49520,65880,87400,109980,132830,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Computer and information scientists, research",,2240,9.7,50.41,104860,2.2,31.61,39.26,50.34,62.06,73.33,65750,81650,104700,129070,152530,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Computer programmers,,11890,7.8,40.08,83360,1.5,24.95,30.84,39.13,47.52,56.83,51890,64140,81380,98840,118200,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Computer software engineers, applications",,26650,4.7,45.60,94850,1.5,27.88,35.03,44.55,54.59,65.29,58000,72860,92660,113540,135810,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Computer software engineers, systems software",,24040,6.7,51.98,108110,2.5,31.80,40.60,51.00,62.55,74.90,66140,84440,106080,130100,155790,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Computer support specialists,,15530,5.4,25.38,52790,2.0,13.73,19.13,24.73,30.97,38.17,28550,39780,51430,64410,79390,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Computer systems analysts,,28030,4.8,45.18,93970,1.8,27.03,34.40,43.28,53.13,66.53,56220,71540,90020,110520,138380,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Database administrators,,5230,6.5,39.07,81260,1.3,23.24,29.24,38.52,48.32,57.99,48350,60830,80120,100510,120610,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Network and computer systems administrators,,18280,4.5,38.46,80000,1.8,22.01,28.20,36.89,47.12,58.65,45780,58660,76730,98000,121990,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Network systems and data communications analysts,,13130,4.3,40.65,84560,1.5,23.75,31.55,39.37,50.31,60.51,49400,65630,81880,104640,125860,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Computer specialists, all other",,16730,1.2,46.03,95740,1.9,30.80,39.57,46.88,55.43,61.20,64060,82300,97500,115290,127300,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Actuaries,,290,42.3,49.56,103070,4.5,26.94,33.83,46.32,62.80,77.67,56040,70360,96350,130630,161550,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Mathematicians,,240,28.6,58.71,122120,3.6,40.56,49.03,61.39,72.40,78.28,84360,101980,127700,150580,162830,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Operations research analysts,,4660,17.1,48.03,99900,3.0,25.24,34.88,47.52,60.11,72.64,52490,72540,98850,125030,151100,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Statisticians,,2800,4.1,41.96,87270,3.5,24.79,33.56,42.89,50.97,59.22,51560,69800,89220,106010,123180,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Mathematical scientists, all other",,50,0.0,24.18,50280,1.7,12.96,14.41,19.09,27.05,48.89,26960,29960,39710,56260,101690,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Architecture and engineering occupations,major,55920,3.3,41.28,85860,2.4,20.84,27.92,39.23,53.03,66.02,43350,58070,81600,110300,137330,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Architects, except landscape and naval",,3740,5.8,38.77,80650,3.0,22.27,28.92,37.05,47.35,58.37,46320,60150,77060,98490,121410,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Landscape architects,,600,18.0,31.02,64530,4.3,15.11,23.31,29.41,38.26,47.59,31430,48480,61170,79580,98980,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Cartographers and photogrammetrists,,510,19.5,35.94,74750,2.6,21.18,27.01,35.01,44.54,50.85,44060,56170,72810,92630,105780,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Surveyors,,1360,16.6,27.72,57650,5.2,14.25,19.39,24.03,32.31,45.06,29630,40320,49980,67210,93720,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Aerospace engineers,,2380,21.3,52.08,108330,2.9,34.11,41.80,51.37,62.08,73.92,70950,86950,106840,129120,153750,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Biomedical engineers,,360,39.1,33.15,68960,11.6,20.88,24.84,29.14,37.01,53.91,43440,51670,60620,76980,112140,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Chemical engineers,,350,10.4,42.91,89260,3.8,28.37,33.64,42.11,53.17,60.37,59000,69970,87590,110590,125570,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Civil engineers,,5690,7.3,40.36,83950,2.4,24.59,30.25,38.84,48.75,59.85,51150,62920,80780,101400,124490,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Computer hardware engineers,,2630,15.7,51.45,107010,4.5,29.24,40.92,50.22,62.51,75.98,60820,85120,104450,130030,158050,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Electrical engineers,,4820,11.9,46.68,97090,2.7,27.75,35.61,45.73,56.64,67.71,57730,74070,95120,117800,140840,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Electronics engineers, except computer",,4050,9.4,48.12,100090,1.8,30.09,37.46,48.48,59.61,68.93,62580,77910,100840,123990,143380,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Environmental engineers,,1370,6.7,43.50,90480,3.3,24.96,32.11,42.53,53.33,62.87,51920,66800,88450,110930,130770,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Health and safety engineers, except mining safety engineers and inspectors",,460,16.4,39.74,82650,3.5,25.70,31.32,39.06,48.55,59.12,53450,65150,81240,100990,122980,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Industrial engineers,,3310,34.0,43.11,89670,2.8,26.91,31.90,41.11,50.68,64.60,55970,66360,85500,105420,134360,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Marine engineers and naval architects,,640,15.2,44.61,92800,6.3,22.66,26.59,46.36,59.66,71.14,47120,55310,96430,124090,147970,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Materials engineers,,320,23.1,54.67,113720,4.6,31.52,40.59,54.73,67.21,78.65,65560,84430,113830,139800,163590,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Mechanical engineers,,4210,7.9,51.58,107290,5.5,29.12,36.37,47.51,61.92,78.30,60570,75640,98830,128790,162870,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Nuclear engineers,,280,22.3,57.28,119140,6.4,36.60,46.90,58.42,69.46,77.10,76120,97560,121520,144470,160370,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Petroleum engineers,,70,42.2,50.68,105410,3.1,38.10,45.53,52.55,58.95,62.85,79250,94690,109310,122620,130720,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Engineers, all other",,5900,4.9,52.61,109430,2.8,26.65,42.54,55.41,65.57,75.07,55430,88480,115250,136380,156140,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Architectural and civil drafters,,1920,15.7,23.57,49030,1.9,15.31,19.16,23.13,27.61,31.92,31850,39860,48100,57430,66400,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Electrical and electronics drafters,,530,17.2,28.38,59030,5.1,17.68,22.61,27.77,32.75,39.98,36770,47020,57760,68120,83150,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Mechanical drafters,,450,15.8,24.02,49960,6.3,12.73,16.16,22.99,30.69,37.92,26470,33610,47820,63830,78870,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Drafters, all other",,**,**,25.54,53130,5.4,19.79,22.44,24.96,27.76,35.10,41150,46670,51920,57730,73020,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Aerospace engineering and operations technicians,,**,**,33.09,68830,7.6,18.93,26.36,34.27,40.98,47.69,39380,54820,71270,85230,99190,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Civil engineering technicians,,1840,10.9,24.32,50590,2.6,14.55,18.76,24.57,29.68,34.53,30260,39030,51110,61720,71810,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Electrical and electronic engineering technicians,,3130,10.1,28.54,59370,2.6,17.71,22.68,28.54,34.76,39.90,36850,47180,59360,72310,82980,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Electro-mechanical technicians,,520,7.8,24.97,51940,2.9,20.00,21.65,24.30,28.40,31.46,41600,45030,50540,59070,65440,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Environmental engineering technicians,,310,33.0,23.13,48120,6.1,15.71,17.70,20.51,27.03,36.54,32680,36820,42670,56220,76000,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Industrial engineering technicians,,670,19.0,29.16,60650,9.7,14.16,18.46,25.23,39.02,50.84,29450,38390,52490,81150,105760,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Mechanical engineering technicians,,690,17.9,24.15,50230,4.1,13.81,17.20,24.03,30.54,36.36,28730,35780,49980,63530,75630,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Engineering technicians, except drafters, all other",,1210,5.0,32.18,66940,2.4,13.92,26.19,34.05,40.10,46.83,28950,54470,70820,83400,97410,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Surveying and mapping technicians,,1250,18.4,20.11,41820,6.8,10.26,13.06,18.90,25.68,32.15,21350,27170,39320,53420,66880,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Life, physical, and social science occupations",major,45110,2.1,41.89,87140,3.2,20.39,27.81,40.31,54.15,66.70,42410,57850,83840,112640,138730,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Animal scientists,,50,38.7,39.39,81940,16.4,21.44,24.83,32.35,54.55,69.66,44590,51640,67290,113460,144900,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Food scientists and technologists,,140,20.1,45.39,94400,4.1,31.92,39.68,45.16,49.54,53.18,66400,82520,93930,103040,110620,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Soil and plant scientists,,360,8.5,43.41,90280,3.3,25.62,30.51,41.64,56.70,65.02,53290,63460,86620,117940,135250,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Biochemists and biophysicists,,230,17.3,47.43,98660,6.3,23.40,34.03,46.95,60.22,71.51,48670,70790,97650,125250,148740,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Microbiologists,,650,23.0,40.47,84190,6.6,21.87,27.47,39.86,53.27,60.82,45490,57140,82900,110790,126510,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Zoologists and wildlife biologists,,220,4.0,47.08,97920,5.4,25.79,36.34,48.68,59.37,69.37,53630,75580,101250,123490,144280,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Biological scientists, all other",,780,4.3,49.99,103990,4.1,26.11,32.50,43.39,63.72,79.06,54310,67590,90250,132530,164440,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Conservation scientists,,340,18.2,38.47,80010,3.7,20.95,27.32,37.31,51.56,59.34,43570,56830,77600,107250,123430,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Foresters,,70,12.8,42.51,88430,13.2,22.79,31.75,37.06,44.94,76.83,47410,66040,77090,93470,159810,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Epidemiologists,,170,46.7,34.89,72570,2.6,18.48,26.46,35.09,44.10,49.60,38440,55050,72990,91720,103180,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Medical scientists, except epidemiologists",,790,15.4,45.80,95270,4.4,27.46,33.78,44.34,56.63,64.69,57110,70270,92240,117800,134550,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Life scientists, all other",,350,35.0,43.98,91470,8.0,21.35,27.65,39.77,59.34,73.07,44410,57520,82710,123430,151990,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Astronomers,,240,0.0,59.23,123200,2.4,43.37,52.73,61.51,70.70,76.28,90210,109670,127940,147060,158670,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Physicists,,840,2.7,57.66,119930,2.0,39.30,48.57,59.12,69.96,76.63,81750,101020,122970,145530,159380,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Atmospheric and space scientists,,450,14.1,45.00,93610,3.6,26.30,35.87,45.48,55.43,63.18,54710,74610,94590,115290,131420,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Chemists,,1300,8.3,47.59,98980,2.6,28.45,39.45,49.22,58.81,67.61,59180,82050,102380,122320,140620,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Materials scientists,,100,25.1,42.56,88520,4.0,24.08,34.76,43.89,50.60,60.10,50090,72290,91290,105250,125020,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Environmental scientists and specialists, including health",,3160,6.0,43.08,89610,4.5,22.84,30.58,43.64,55.38,64.34,47500,63610,90780,115190,133830,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Geoscientists, except hydrologists and geographers",,620,20.7,47.13,98030,5.0,23.56,32.23,44.50,59.04,74.40,49010,67040,92560,122800,154750,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Hydrologists,,200,27.3,48.04,99910,15.3,18.80,26.82,39.44,58.51,#,39110,55780,82040,121710,#,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Physical scientists, all other",,1730,4.6,54.83,114040,1.5,35.21,47.44,57.02,66.56,74.85,73240,98670,118610,138450,155690,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Economists,,4510,5.7,52.76,109730,3.6,28.19,38.30,51.30,63.53,77.77,58640,79650,106710,132140,161760,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Market research analysts,,9680,5.5,36.04,74950,1.6,19.44,24.50,33.86,45.68,57.98,40430,50950,70430,95020,120610,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Survey researchers,,1250,14.3,26.54,55200,8.7,11.39,17.77,23.25,30.18,42.60,23690,36960,48350,62780,88610,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Clinical, counseling, and school psychologists",,1680,7.8,33.81,70320,3.9,18.95,26.14,33.81,41.85,49.33,39430,54360,70330,87040,102600,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Industrial-organizational psychologists,,170,39.8,47.25,98280,6.0,30.95,36.03,43.32,58.80,66.37,64370,74930,90100,122300,138050,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Psychologists, all other",,190,0.5,*,*,*,*,*,*,*,*,*,*,*,*,*,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Sociologists,,760,21.1,43.19,89840,5.0,22.85,30.06,40.64,52.06,67.35,47520,62530,84540,108290,140090,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Urban and regional planners,,870,5.2,34.48,71720,2.6,21.72,25.89,33.23,41.47,51.19,45180,53840,69110,86250,106470,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Anthropologists and archeologists,,150,36.8,40.66,84570,4.5,19.70,28.74,35.99,50.72,73.19,40980,59770,74870,105500,152240,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Geographers,,200,0.5,38.29,79650,1.8,24.01,31.38,38.36,46.10,53.69,49930,65270,79780,95880,111670,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Historians,,530,44.6,39.77,82710,2.5,28.78,33.53,38.03,46.57,56.81,59870,69740,79090,96860,118170,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Political scientists,,2590,5.2,52.44,109080,3.1,32.69,43.67,53.53,61.51,72.86,68000,90840,111350,127940,151540,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Social scientists and related workers, all other",,5830,7.4,45.75,95170,4.7,25.82,33.75,43.52,54.75,68.73,53710,70190,90530,113880,142950,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Agricultural and food science technicians,,260,21.4,24.07,50070,2.7,16.08,19.60,23.76,28.18,33.30,33450,40770,49410,58610,69270,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Biological technicians,,630,5.7,20.53,42700,4.0,11.49,14.33,19.85,26.19,30.22,23910,29810,41290,54470,62860,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Chemical technicians,,260,43.2,21.77,45270,5.6,13.31,16.91,20.24,26.14,32.04,27670,35160,42110,54370,66640,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Social science research assistants,,860,13.3,20.98,43630,5.0,13.46,16.05,18.46,22.80,30.41,28000,33390,38390,47430,63260,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Environmental science and protection technicians, including health",,430,20.5,24.21,50350,5.4,14.02,18.14,23.27,29.68,36.84,29160,37730,48410,61720,76640,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Forensic science technicians,,350,26.4,33.14,68930,5.2,21.74,25.05,30.02,41.82,49.85,45210,52100,62440,86990,103690,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Life, physical, and social science technicians, all other",,1030,19.4,24.76,51500,4.3,13.11,15.69,23.50,31.25,39.70,27260,32640,48890,65000,82570,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Community and social services occupations,major,29350,5.1,23.73,49360,2.6,11.30,15.64,22.19,30.21,38.88,23500,32530,46150,62830,80860,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Substance abuse and behavioral disorder counselors,,1020,12.3,22.00,45760,6.3,11.55,14.88,20.86,27.77,35.37,24020,30950,43390,57770,73570,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Educational, vocational, and school counselors",,4510,10.8,30.63,63720,6.1,16.28,21.25,29.00,38.96,49.44,33850,44210,60320,81030,102840,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Marriage and family therapists,,290,33.8,26.82,55780,4.1,17.32,21.56,26.51,31.57,37.82,36030,44830,55140,65670,78660,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Mental health counselors,,1570,8.8,24.83,51640,4.4,16.00,18.41,22.65,29.23,39.53,33270,38290,47110,60800,82220,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Rehabilitation counselors,,2860,11.5,16.48,34280,4.3,9.55,11.01,13.80,19.78,28.66,19870,22910,28700,41140,59620,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Counselors, all other",,250,12.5,20.84,43350,6.2,13.83,16.55,19.39,23.62,32.07,28760,34420,40330,49140,66700,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Child, family, and school social workers",,3780,8.8,25.13,52280,4.6,12.97,16.50,23.35,31.93,40.79,26970,34320,48570,66420,84840,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Medical and public health social workers,,2000,7.1,28.40,59070,4.0,17.70,23.53,28.47,33.82,39.29,36810,48950,59220,70340,81720,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Mental health and substance abuse social workers,,2780,14.2,26.26,54630,3.0,16.88,21.20,25.43,31.13,37.86,35120,44090,52890,64750,78750,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Social workers, all other",,670,27.1,24.03,49990,7.0,9.16,13.36,24.30,32.97,38.94,19050,27790,50550,68570,80990,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Health educators,,1310,11.2,30.85,64170,5.4,16.43,24.00,29.30,36.69,47.54,34170,49910,60930,76320,98880,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Probation officers and correctional treatment specialists,,1170,7.9,25.09,52180,4.9,15.52,19.25,23.71,30.45,37.98,32290,40040,49310,63330,79000,,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",Social and human service assistants,,5020,18.8,16.02,33320,2.6,7.99,12.01,15.59,19.38,24.11,16620,24990,32420,40320,50160,,,
