AREA,AREA_TITLE,AREA_TYPE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,13-1081,Logisticians,detailed,3250,7.3,2.175,1.76,,39.51,82190,2.6,25.35,32.17,39.09,47.38,55.93,52730,66920,81310,98560,116340,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,13-1111,Management Analysts,detailed,8960,6,5.997,1.24,,41.92,87180,3.3,24.3,30.71,39.96,51.43,63.4,50550,63870,83110,106970,131870,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,13-1121,"Meeting, Convention, and Event Planners",detailed,1670,12.8,1.117,1.39,,23.56,49000,3,14.71,16.93,21.97,28.09,35.16,30590,35220,45700,58420,73130,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,13-1131,Fundraisers,detailed,**,**,**,**,,27.46,57120,4.1,13.24,19.34,26.06,31.11,45.24,27530,40220,54200,64710,94100,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,910,14,0.608,1,,34.39,71530,2.9,21.47,25.47,31.9,39.92,52.34,44650,52990,66360,83040,108870,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,13-1151,Training and Development Specialists,detailed,2770,7,1.856,0.87,,33.7,70110,1.4,19.8,25.3,33.6,40.74,48.84,41180,52620,69890,84740,101580,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,13-1161,Market Research Analysts and Marketing Specialists,detailed,8260,7.2,5.523,1.2,,33.19,69040,2.4,16.31,21.61,29.31,40.02,55.87,33930,44940,60960,83240,116200,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,22720,5,15.2,1.75,,39.8,82790,2.3,20.52,26.91,36.48,49.52,64.1,42680,55970,75890,103010,133340,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,13-2011,Accountants and Auditors,detailed,11750,4.7,7.858,0.9,,41.93,87210,4,22.89,28.31,36.03,47.3,63.48,47610,58890,74940,98390,132030,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,13-2020,Property Appraisers and Assessors,detailed,340,21.2,0.229,0.6,,38.41,79890,4.5,21.32,24.69,38.16,49.35,57.68,44340,51350,79370,102640,119970,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,13-2031,Budget Analysts,detailed,580,10.8,0.389,1.11,,41.82,86980,2,28.77,34.25,40.72,48.88,58.04,59840,71240,84690,101660,120720,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,13-2041,Credit Analysts,detailed,970,26,0.647,1.29,,42.27,87920,9.5,17.27,22.83,36.77,53.22,80.4,35930,47490,76480,110700,167230,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,13-2052,Personal Financial Advisors,detailed,1860,17.3,1.244,0.87,,64.08,133290,7.5,27.2,33.41,55.64,86.21,#,56580,69490,115720,179320,#,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,13-2053,Insurance Underwriters,detailed,920,24.6,0.616,0.9,,37.64,78300,4.1,23.13,27.58,34.61,46,58.68,48110,57380,72000,95680,122060,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,13-2061,Financial Examiners,detailed,390,24.5,0.26,0.59,,55.72,115900,5.6,35.24,42.1,56.86,69.85,77.38,73300,87560,118280,145290,160940,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,13-2071,Credit Counselors,detailed,280,12.5,0.189,0.87,,24.02,49970,5.5,12.17,18.03,23.13,28.78,35.45,25310,37500,48110,59870,73730,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,13-2072,Loan Officers,detailed,3000,7.5,2.003,0.95,,38.09,79230,4.8,14.89,18.55,29.38,53.27,71.92,30960,38590,61110,110790,149600,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,340,0,0.23,0.63,,35.25,73310,1.7,19.66,23.98,34.06,43.02,52.7,40880,49870,70830,89480,109620,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,13-2082,Tax Preparers,detailed,530,36.9,0.354,0.78,,26.13,54350,13.9,15.61,17.21,21.56,32.02,45.91,32460,35790,44850,66610,95490,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",detailed,5160,8.3,3.454,1.11,,38.65,80380,3.4,20.51,28.04,36.08,47.06,60.55,42660,58310,75050,97890,125940,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,57080,3.2,38.184,1.23,,49.25,102430,1.3,25.7,35.18,48.08,61.4,75.82,53450,73170,100020,127700,157700,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,6830,10.2,4.571,1.14,,47.34,98460,4.1,25.92,33.83,45.12,59.39,75.85,53920,70360,93850,123530,157760,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,15-1212,Information Security Analysts,detailed,1180,14,0.79,0.92,,51.31,106720,1.7,34.55,41.99,49.29,59.41,71.59,71870,87340,102530,123570,148910,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,15-1221,Computer and Information Research Scientists,detailed,1100,6,0.734,3.5,,58.53,121750,5.1,36.06,46.48,60.44,64.37,79.28,75000,96680,125720,133890,164900,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,1250,9.9,0.839,0.66,,36.73,76400,3.9,21.12,25.11,34.56,44.63,60.45,43930,52240,71890,92840,125740,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,4420,6.1,2.957,0.67,,29.23,60800,1.4,17.71,22.11,28.02,35.09,43.17,36840,46000,58280,72990,89780,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,15-1241,Computer Network Architects,detailed,2020,13.8,1.349,1.3,,60.63,126110,7.8,32.14,41.28,55.09,71.77,97.49,66860,85860,114580,149290,202780,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,2820,5.6,1.885,0.78,,47.38,98550,1.5,28.93,36.53,45.92,56.61,69.51,60180,75990,95510,117750,144570,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,15-1245,Database Administrators and Architects,detailed,1160,12.8,0.775,0.91,,47.83,99490,2.5,27.29,34.4,48.63,60.32,72.3,56770,71560,101150,125470,150380,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,3780,9.9,2.53,1.86,,50.01,104030,2.6,27.84,37.6,51.76,62.73,74.85,57910,78200,107660,130480,155690,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,detailed,20540,5.2,13.737,1.43,,56.26,117020,1.2,35.36,44.08,55.65,68.69,79.47,73550,91690,115760,142880,165290,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,15-1257,Web Developers and Digital Interface Designers,detailed,1640,11.9,1.1,1.09,,32.96,68550,2.6,17.18,23.27,32.22,40.75,50.16,35730,48410,67010,84760,104330,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,8510,4.2,5.693,2.13,,45.15,93910,2.7,23.29,31.74,44.26,56.98,65.9,48430,66010,92070,118530,137070,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,15-2011,Actuaries,detailed,**,**,**,**,,59.19,123110,7.4,34.1,41.14,55.12,73.76,93.55,70930,85560,114650,153420,194590,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,15-2031,Operations Research Analysts,detailed,820,14.4,0.55,0.81,,50.91,105900,3.6,27.8,32.38,46.54,60.61,78.95,57820,67350,96800,126070,164210,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,15-2041,Statisticians,detailed,670,12.9,0.451,1.69,,48.7,101290,3.8,26.12,38.56,52.26,60.45,66.79,54330,80210,108690,125740,138920,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",detailed,190,19.8,0.127,0.61,,55.32,115060,7.2,31.37,37.16,49.68,70.2,78.01,65250,77290,103330,146010,162250,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,44720,3.9,29.917,1.69,,47.05,97850,1.6,25.91,33.26,44.94,58.89,73.95,53880,69180,93480,122500,153820,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-1011,"Architects, Except Landscape and Naval",detailed,1170,13.6,0.786,1.09,,46.39,96480,6.9,27.24,32.75,39.76,51.11,72.53,56650,68120,82700,106300,150870,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-1012,Landscape Architects,detailed,210,27.7,0.143,1.04,,55.07,114540,8.8,35.75,42.05,50.1,60.25,77.4,74360,87460,104220,125310,161000,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-1021,Cartographers and Photogrammetrists,detailed,90,20.6,0.06,0.78,,33.96,70650,2.8,25.91,28.74,33.85,38.88,45.12,53880,59780,70400,80880,93850,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-1022,Surveyors,detailed,490,22.2,0.331,1.07,,45.98,95630,5.8,31.86,35.53,42.61,52.33,70.17,66260,73910,88640,108850,145960,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-2011,Aerospace Engineers,detailed,1990,21.7,1.328,3.09,,50.83,105730,3.2,29.59,39.57,50.83,61.41,74.13,61550,82300,105740,127730,154190,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-2031,Bioengineers and Biomedical Engineers,detailed,540,21.2,0.364,2.71,,43.02,89480,3.7,26.28,33.18,38.87,50.58,69.26,54650,69020,80840,105200,144050,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-2041,Chemical Engineers,detailed,320,41.1,0.215,1.05,,53.17,110580,2.7,33.51,39.11,53.52,67.12,76.19,69690,81360,111320,139610,158470,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-2051,Civil Engineers,detailed,5250,7.2,3.51,1.66,,46.86,97460,3.4,27.27,34,44.58,57.52,70.23,56720,70710,92720,119650,146080,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-2061,Computer Hardware Engineers,detailed,2010,8.6,1.343,2.91,,61.54,127990,2.4,39.9,49.23,60.45,74.84,84.93,82980,102390,125730,155670,176660,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-2071,Electrical Engineers,detailed,3530,10.5,2.363,1.87,,51.01,106100,1.4,33.87,40.66,50.04,60.72,73.02,70440,84570,104080,126310,151890,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-2072,"Electronics Engineers, Except Computer",detailed,5770,7.4,3.859,4.4,,61.94,128830,3,38.76,49.7,60.45,75.78,87.89,80610,103390,125730,157620,182820,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-2081,Environmental Engineers,detailed,910,18,0.607,1.68,,45.78,95220,2.2,29.06,35.07,44.57,55.61,65.24,60450,72940,92700,115670,135700,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,160,15.3,0.11,0.63,,50.11,104230,4,31.57,40.41,51.29,59.94,68.56,65670,84040,106680,124680,142610,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-2112,Industrial Engineers,detailed,4090,8.3,2.733,1.38,,47.66,99140,2,30.96,37.36,45.96,56.78,67.83,64390,77710,95590,118110,141090,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-2121,Marine Engineers and Naval Architects,detailed,30,26,0.021,0.27,,46.48,96680,3.6,38.66,42.14,45.62,50.83,60.43,80420,87650,94880,105730,125700,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-2131,Materials Engineers,detailed,290,17.7,0.196,1.07,,47.48,98760,3.2,29.22,35.57,46.2,58.59,69.37,60770,73990,96090,121880,144290,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-2141,Mechanical Engineers,detailed,3620,8.4,2.424,1.16,,46.8,97350,1.9,29.94,36.95,46.22,55.8,63.88,62270,76850,96150,116060,132870,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-2161,Nuclear Engineers,detailed,70,38.7,0.046,0.42,,65.62,136490,5.9,43.02,49.83,66.02,76.39,82.88,89480,103640,137330,158880,172400,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-2199,"Engineers, All Other",detailed,2970,9.4,1.99,1.92,,55.09,114580,2.6,32.47,41.29,53.54,68.16,81.35,67540,85890,111370,141770,169200,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-3011,Architectural and Civil Drafters,detailed,1470,16.5,0.981,1.46,,31.5,65510,2.3,22.53,26.76,31.23,36.52,40.84,46860,55670,64950,75960,84940,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-3012,Electrical and Electronics Drafters,detailed,390,24.7,0.263,1.6,,32.31,67210,7,16.28,25.63,30.14,39.09,52.21,33850,53310,62680,81310,108590,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-3013,Mechanical Drafters,detailed,470,11.2,0.312,0.83,,36.38,75670,3.5,22.17,27.74,35.26,44.32,53.14,46110,57700,73330,92190,110520,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-3019,"Drafters, All Other",detailed,140,30,0.095,0.95,,27.55,57300,7.6,15.95,17.67,26,34.52,43.32,33180,36760,54080,71810,90100,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-3021,Aerospace Engineering and Operations Technologists and Technicians,detailed,710,32.4,0.477,6.07,,31.21,64920,5.2,20.2,24.92,29.34,38.01,46.84,42010,51830,61030,79050,97420,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-3022,Civil Engineering Technologists and Technicians,detailed,980,22.6,0.659,1.4,,25.3,52630,3.4,16.65,18.57,24.01,29.96,36.32,34630,38620,49940,62310,75550,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,3000,6.5,2.005,2.4,,34.97,72740,4.9,21.35,26.48,33.88,43.02,50.84,44410,55080,70480,89480,105740,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,140,29.5,0.096,0.99,,32.51,67610,6.4,18.6,23.5,30.11,41.22,50.43,38680,48870,62630,85730,104880,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-3025,Environmental Engineering Technologists and Technicians,detailed,190,29.8,0.128,1.05,,29.6,61580,3.2,19.3,24.24,28.14,34.75,43.15,40150,50410,58530,72270,89750,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-3026,Industrial Engineering Technologists and Technicians,detailed,620,26.3,0.412,0.9,,34.63,72020,7.4,22.32,25.99,29.31,37.07,52.16,46430,54060,60970,77100,108490,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-3027,Mechanical Engineering Technologists and Technicians,detailed,520,31,0.347,1.19,,26.58,55280,9.1,16.01,18.24,23.63,34.86,43.05,33300,37950,49160,72500,89540,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-3031,Surveying and Mapping Technicians,detailed,560,21.2,0.378,1.05,,29.43,61210,2.2,20.35,24.84,28.22,33.16,42.11,42320,51680,58690,68960,87600,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",detailed,1980,19.8,1.326,2.21,,35.88,74620,4.3,21.18,27.15,35.88,44.32,50.83,44060,56470,74640,92180,105730,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,25270,7.5,16.906,1.93,,41.22,85740,2.3,20.9,27.24,38.34,51.22,63.33,43470,56670,79750,106540,131730,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-1012,Food Scientists and Technologists,detailed,50,17.1,0.034,0.37,,37.22,77410,4,24.86,28.69,35.49,44.4,50.6,51710,59680,73830,92360,105240,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-1013,Soil and Plant Scientists,detailed,**,**,**,**,,31.43,65370,6,22.52,26.06,30.08,36.88,43.87,46840,54200,62570,76710,91260,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-1021,Biochemists and Biophysicists,detailed,2150,33,1.436,6.72,,40.01,83220,4.4,23.16,28.4,36.08,49.62,61.96,48170,59080,75040,103210,128880,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-1022,Microbiologists,detailed,**,**,**,**,,56.71,117950,4.6,34.82,53.62,58.93,64.24,73.33,72420,111520,122570,133620,152540,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-1023,Zoologists and Wildlife Biologists,detailed,140,0,0.091,0.69,,43.2,89850,1.5,25.54,30.2,39.39,50.84,71.42,53130,62820,81920,105740,148560,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-1029,"Biological Scientists, All Other",detailed,2290,12.4,1.531,5.61,,42.89,89210,4.3,25.06,31.82,39.32,48.17,60.56,52130,66190,81780,100200,125970,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-1031,Conservation Scientists,detailed,130,42.9,0.085,0.57,,47.89,99620,5.5,28.87,40.24,46.25,50.84,75.77,60040,83690,96200,105740,157600,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-1041,Epidemiologists,detailed,50,29,0.036,0.71,,41.7,86730,3.8,30.38,35.67,42.17,47.89,55.35,63200,74190,87700,99620,115120,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-1042,"Medical Scientists, Except Epidemiologists",detailed,3790,11.5,2.533,2.93,,48.74,101370,4.3,24.76,33.74,47.27,59.08,71.87,51500,70190,98330,122890,149490,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-1099,"Life Scientists, All Other",detailed,**,**,**,**,,54.39,113130,4.8,38.96,42.92,49.26,69.04,76.65,81040,89270,102460,143600,159430,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-2012,Physicists,detailed,330,15.6,0.221,1.94,,55.08,114560,11.7,27.97,31.89,53.96,73.78,89.06,58180,66330,112230,153450,185240,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-2021,Atmospheric and Space Scientists,detailed,30,30.1,0.023,0.36,,49.43,102820,4.2,22.05,42.41,49.4,58.9,68.93,45860,88220,102750,122510,143380,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-2031,Chemists,detailed,1810,16.2,1.208,2.12,,40.23,83670,6.6,21.73,26.96,38.02,51.03,62.25,45190,56080,79070,106140,129480,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-2032,Materials Scientists,detailed,90,9.8,0.063,1.38,,33.93,70560,10.7,26.27,27.62,29.87,32.08,53.35,54640,57450,62130,66720,110970,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,1410,16.2,0.946,1.65,,37.38,77750,3.9,23.28,28.08,36.6,45.92,51.55,48430,58400,76120,95510,107210,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,620,23.9,0.412,2.07,,41.82,86980,3.9,24.87,32.56,40.19,49.67,60.81,51740,67720,83600,103320,126490,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-2043,Hydrologists,detailed,180,46.3,0.12,2.75,,49.36,102670,3.9,28.76,35.89,46.26,65.01,74.17,59830,74640,96210,135220,154280,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-2099,"Physical Scientists, All Other",detailed,150,28,0.103,0.86,,55.16,114740,3.8,34.65,45.62,54.24,61.27,78.64,72080,94880,112830,127430,163560,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-3011,Economists,detailed,180,33.2,0.122,0.94,,58.7,122100,9,32.85,41.89,53.15,70.27,94.09,68330,87120,110560,146150,195700,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-3031,"Clinical, Counseling, and School Psychologists",detailed,1710,22.6,1.145,1.48,,56.39,117280,7.9,31.93,39.57,47.36,61.07,96.36,66420,82310,98510,127030,200430,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-3039,"Psychologists, All Other",detailed,240,5.4,0.16,1.65,,47.97,99770,4.3,24.56,39.11,51.15,57.34,60.45,51090,81350,106390,119280,125730,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-3041,Sociologists,detailed,40,48.9,0.027,1.51,,52.88,109980,5.3,23.74,43.23,55.21,68.02,76.02,49370,89930,114830,141480,158130,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-3051,Urban and Regional Planners,detailed,720,10,0.479,1.83,,42.63,88680,3.1,27.6,33.94,41.7,49.45,59.39,57410,70580,86750,102850,123540,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-3091,Anthropologists and Archeologists,detailed,210,46.8,0.143,3.13,,31.77,66080,26.3,11.78,20.44,39.14,44.08,47.14,24510,42500,81400,91690,98050,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-3099,"Social Scientists and Related Workers, All Other",detailed,440,13.7,0.291,1.27,,40.37,83960,5.7,24.3,31.45,39.15,48.22,57.35,50550,65420,81430,100310,119280,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-4010,Agricultural and Food Science Technicians,detailed,110,31.3,0.074,0.5,,20.38,42400,3.9,14.06,16.17,18.81,23.68,29.62,29240,33630,39120,49260,61600,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-4021,Biological Technicians,detailed,1930,25.9,1.293,2.39,,24.86,51700,2.7,15.54,19.84,24.51,29.32,33.74,32330,41260,50980,60990,70190,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-4031,Chemical Technicians,detailed,1110,18.9,0.74,1.65,,22.79,47400,3.1,14.96,17.31,21.4,26.61,34.38,31110,36010,44520,55350,71500,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,720,22.3,0.479,2.16,,27,56150,3.1,15.75,19.77,24.96,32,43.89,32760,41120,51910,66550,91280,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-4045,Geological and Hydrologic Technicians,detailed,210,46.9,0.142,1.22,,27.58,57360,2.8,20.02,23.02,27.53,31.52,36.52,41640,47880,57270,65560,75950,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-4061,Social Science Research Assistants,detailed,220,13.8,0.148,0.61,,25.18,52370,3.4,16.75,20.18,23.58,29.1,36.39,34850,41970,49050,60520,75690,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-4071,Forest and Conservation Technicians,detailed,200,2.4,0.131,1.01,,23.27,48400,4.7,13.69,19.01,24.07,27.92,30.92,28480,39550,50060,58080,64320,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-4092,Forensic Science Technicians,detailed,130,2.3,0.089,0.79,,39.33,81810,2,25.98,31.51,37.36,49.46,57.34,54040,65540,77710,102870,119280,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,860,16.4,0.578,1.32,,34.23,71200,5.9,21.15,25.58,31.66,41.07,50.83,43990,53200,65860,85430,105730,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-5011,Occupational Health and Safety Specialists,detailed,910,6.6,0.609,0.96,,40.22,83650,1.8,27.32,33.9,40.23,46.93,54.25,56830,70500,83680,97610,112840,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,19-5012,Occupational Health and Safety Technicians,detailed,160,12.9,0.107,0.77,,25.82,53710,2.5,15.89,21.11,25.15,30.54,36.42,33040,43910,52310,63520,75750,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,20910,4.5,13.988,0.92,,26.73,55600,2.9,13.74,17.11,24.1,32.54,46.21,28570,35580,50130,67670,96110,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,2800,6.3,1.874,0.93,,35.54,73930,4.4,20.27,25.57,31.93,45.27,56.12,42170,53180,66420,94160,116730,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,21-1013,Marriage and Family Therapists,detailed,2580,27.7,1.727,4.29,,27.81,57840,7.9,16.32,20.01,25.12,29.83,49.42,33950,41620,52240,62040,102790,,
41740,"San Diego-Carlsbad, CA",4,0,Cross-industry,cross-industry,1235,21-1015,Rehabilitation Counselors,detailed,1020,14.2,0.685,0.92,,15.57,32390,4.1,11.52,12.2,13.7,16.83,23.54,23960,25370,28500,35000,48950,,
