year,college,CIP Code,Category,Bachelor’s,Associate,Diploma/Certificates
2018,caltech,5,"Area, ethnic, and gender studies",,,
2018,caltech,9,Communication/journalism,,,
2018,caltech,10,Communication technologies,,,
2018,caltech,11,Computer and information sciences,25%,,
2018,caltech,12,Personal and culinary services,,,
2018,caltech,13,Education,,,
2018,caltech,14,Engineering,37%,,
2018,caltech,15,Engineering technologies,,,
2018,caltech,16,"Foreign languages, literatures, and linguistics",,,
2018,caltech,19,Family and consumer sciences,,,
2018,caltech,22,Law/legal studies,,,
2018,caltech,23,English,,,
2018,caltech,24,Liberal arts/general studies,,,
2018,caltech,25,Library science,,,
2018,caltech,26,Biological/life sciences,5%,,
2018,caltech,27,Mathematics and statistics,5%,,
2018,caltech,28 & 29,Military science and military technologies,,,
2018,caltech,30,Interdisciplinary studies,,,
2018,caltech,31,Parks and recreation,,,
2018,caltech,38,Philosophy and religious studies,,,
2018,caltech,39,Theology and religious vocations,,,
2018,caltech,40,Physical sciences,26%,,
2018,caltech,41,Science technologies,,,
2018,caltech,42,Psychology,,,
2018,caltech,43,"Homeland Security, law enforcement, firefighting, and
protective services",,,
2018,caltech,44,Public administration and social services,,,
2018,caltech,45,Social sciences,1%,,
2018,caltech,46,Construction trades,,,
2018,caltech,47,Mechanic and repair technologies,,,
2018,caltech,48,Precision production,,,
2018,caltech,49,Transportation and materials moving,,,
2018,caltech,50,Visual and performing arts,,,
2018,caltech,51,Health professions and related programs,,,
2018,caltech,52,Business/marketing,1%,,
2018,caltech,54,History,,,
2018,caltech,,Other,,,
2018,caltech,,TOTAL (should = 100%),100.00%,0.00%,0.00%
2018,colgate,1,Agriculture,0.00%,,
2018,colgate,3,Natural resources and conservation,3.44%,,
2018,colgate,4,Architecture,0.00%,,
2018,colgate,5,"Area, ethnic, and gender studies",3.32%,,
2018,colgate,9,Communication/journalism,0.00%,,
2018,colgate,10,Communication technologies,0.00%,,
2018,colgate,11,Computer and information sciences,4.98%,,
2018,colgate,12,Personal and culinary services,0.00%,,
2018,colgate,13,Education,2.73%,,
2018,colgate,14,Engineering,0.00%,,
2018,colgate,15,Engineering technologies,0.00%,,
2018,colgate,16,"Foreign languages, literatures, and linguistics",5.22%,,
2018,colgate,19,Family and consumer sciences,0.00%,,
2018,colgate,22,Law/legal studies,0.00%,,
2018,colgate,23,English,6.29%,,
2018,colgate,24,Liberal arts/general studies,0.00%,,
2018,colgate,25,Library science,0.00%,,
2018,colgate,26,Biological/life sciences,15.18%,,
2018,colgate,27,Mathematics and statistics,2.49%,,
2018,colgate,28 & 29,Military science and military technologies,0.00%,,
2018,colgate,30,Interdisciplinary studies,3.91%,,
2018,colgate,31,Parks and recreation,0.00%,,
2018,colgate,38,Philosophy and religious studies,4.51%,,
2018,colgate,39,Theology and religious vocations,0.00%,,
2018,colgate,40,Physical sciences,4.86%,,
2018,colgate,41,Science technologies,0.00%,,
2018,colgate,42,Psychology,6.76%,,
2018,colgate,43,"Homeland Security, law enforcement, firefighting, and
protective services",0.00%,,
2018,colgate,44,Public administration and social services,0.00%,,
2018,colgate,45,Social sciences,29.42%,,
2018,colgate,46,Construction trades,0.00%,,
2018,colgate,47,Mechanic and repair technologies,0.00%,,
2018,colgate,48,Precision production,0.00%,,
2018,colgate,49,Transportation and materials moving,0.00%,,
2018,colgate,50,Visual and performing arts,2.97%,,
2018,colgate,51,Health professions and related programs,0.00%,,
2018,colgate,52,Business/marketing,0.00%,,
2018,colgate,54,History,3.91%,,
2018,colgate,,Other,,,
2018,colgate,,TOTAL (should = 100%),100.00%,0.00%,0.00%
2018,dartmouth,1,Agriculture,,,
2018,dartmouth,3,Natural resources and conservation,3%,,
2018,dartmouth,4,Architecture,,,
2018,dartmouth,5,"Area, ethnic, and gender studies",4%,,
2018,dartmouth,9,Communication/journalism,,,
2018,dartmouth,10,Communication technologies,,,
2018,dartmouth,11,Computer and information sciences,7%,,
2018,dartmouth,12,Personal and culinary services,,,
2018,dartmouth,13,Education,,,
2018,dartmouth,14,Engineering,8%,,
2018,dartmouth,15,Engineering technologies,,,
2018,dartmouth,16,"Foreign languages, literatures, and linguistics",4%,,
2018,dartmouth,19,Family and consumer sciences,,,
2018,dartmouth,22,Law/legal studies,,,
2018,dartmouth,23,English,3%,,
2018,dartmouth,24,Liberal arts/general studies,,,
2018,dartmouth,25,Library science,,,
2018,dartmouth,26,Biological/life sciences,8%,,
2018,dartmouth,27,Mathematics and statistics,4%,,
2018,dartmouth,28 & 29,Military science and military technologies,,,
2018,dartmouth,30,Interdisciplinary studies,3%,,
2018,dartmouth,31,Parks and recreation,,,
2018,dartmouth,38,Philosophy and religious studies,3%,,
2018,dartmouth,39,Theology and religious vocations,,,
2018,dartmouth,40,Physical sciences,5%,,
2018,dartmouth,41,Science technologies,,,
2018,dartmouth,42,Psychology,4%,,
2018,dartmouth,43,"Homeland Security, law enforcement, firefighting, and
protective services",,,
2018,dartmouth,44,Public administration and social services,,,
2018,dartmouth,45,Social sciences,34%,,
2018,dartmouth,46,Construction trades,,,
2018,dartmouth,47,Mechanic and repair technologies,,,
2018,dartmouth,48,Precision production,,,
2018,dartmouth,49,Transportation and materials moving,,,
2018,dartmouth,50,Visual and performing arts,5%,,
2018,dartmouth,51,Health professions and related programs,,,
2018,dartmouth,52,Business/marketing,,,
2018,dartmouth,54,History,5%,,
2018,dartmouth,,Other,,,
2018,dartmouth,,TOTAL (should = 100%),100.00%,0.00%,0.00%
2018,george,1,Agriculture,,,
2018,george,3,Natural resources and conservation,,,
2018,george,4,Architecture,,,
2018,george,5,"Area, ethnic, and gender studies",1.55%,,
2018,george,9,Communication/journalism,,,
2018,george,10,Communication technologies,,,
2018,george,11,Computer and information sciences,1.65%,,6.25%
2018,george,12,Personal and culinary services,,,
2018,george,13,Education,,,
2018,george,14,Engineering,,,
2018,george,15,Engineering technologies,,,
2018,george,16,"Foreign languages, literatures, and linguistics",5.26%,,
2018,george,19,Family and consumer sciences,,,
2018,george,22,Law/legal studies,,,
2018,george,23,English,3.93%,,
2018,george,24,Liberal arts/general studies,1.42%,,
2018,george,25,Library science,,,
2018,george,26,Biological/life sciences,4.57%,,
2018,george,27,Mathematics and statistics,1.55%,,
2018,george,28 & 29,Military science and military technologies,,,
2018,george,30,Interdisciplinary studies,6.40%,,
2018,george,31,Parks and recreation,,,
2018,george,38,Philosophy and religious studies,1.74%,,
2018,george,39,Theology and religious vocations,,,
2018,george,40,Physical sciences,0.73%,,
2018,george,41,Science technologies,,,
2018,george,42,Psychology,4.34%,,
2018,george,43,"Homeland Security, law enforcement, firefighting, and
protective services",,,
2018,george,44,Public administration and social services,,,
2018,george,45,Social sciences,34.57%,,
2018,george,46,Construction trades,,,
2018,george,47,Mechanic and repair technologies,,,
2018,george,48,Precision production,,,
2018,george,49,Transportation and materials moving,,,
2018,george,50,Visual and performing arts,1.78%,,
2018,george,51,Health professions and related programs,3.20%,,93.75%
2018,george,52,Business/marketing,25.56%,,
2018,george,54,History,1.74%,,
2018,george,,Other,,,
2018,george,,TOTAL (should = 100%),100.00%,0.00%,100.00%
2018,ucsd,1,Agriculture,,,
2018,ucsd,3,Natural resources and conservation,,,
2018,ucsd,4,Architecture,,,
2018,ucsd,5,"Area, ethnic, and gender studies",4%,,
2018,ucsd,9,Communication/journalism,3%,,
2018,ucsd,10,Communication technologies,,,
2018,ucsd,11,Computer and information sciences,,,
2018,ucsd,12,Personal and culinary services,,,
2018,ucsd,13,Education,,,
2018,ucsd,14,Engineering,23%,,
2018,ucsd,15,Engineering technologies,,,
2018,ucsd,16,"Foreign languages, literatures, and linguistics",2%,,
2018,ucsd,19,Family and consumer sciences,,,
2018,ucsd,22,Law/legal studies,,,
2018,ucsd,23,English,,,
2018,ucsd,24,Liberal arts/general studies,,,
2018,ucsd,25,Library science,,,
2018,ucsd,26,Biological/life sciences,21%,,
2018,ucsd,27,Mathematics and statistics,8%,,
2018,ucsd,28 & 29,Military science and military technologies,,,
2018,ucsd,30,Interdisciplinary studies,0,,
2018,ucsd,31,Parks and recreation,,,
2018,ucsd,38,Philosophy and religious studies,,,
2018,ucsd,39,Theology and religious vocations,,,
2018,ucsd,40,Physical sciences,4%,,
2018,ucsd,41,Science technologies,,,
2018,ucsd,42,Psychology,5%,,
2018,ucsd,43,"Homeland Security, law enforcement, firefighting, and
protective services",,,
2018,ucsd,44,Public administration and social services,,,
2018,ucsd,45,Social sciences,23%,,
2018,ucsd,46,Construction trades,,,
2018,ucsd,47,Mechanic and repair technologies,,,
2018,ucsd,48,Precision production,,,
2018,ucsd,49,Transportation and materials moving,,,
2018,ucsd,50,Visual and performing arts,3%,,
2018,ucsd,51,Health professions and related programs,3%,,
2018,ucsd,52,Business/marketing,,,
2018,ucsd,54,History,1%,,
2018,ucsd,,Other,,,
2018,ucsd,,TOTAL (should = 100%),100.00%,0.00%,0.00%
2018,umich,1,Agriculture,0.0%,,
2018,umich,3,Natural resources and conservation,1.2%,,
2018,umich,4,Architecture,0.6%,,
2018,umich,5,"Area, ethnic, and gender studies",1.2%,,
2018,umich,9,Communication/journalism,3.3%,,
2018,umich,10,Communication technologies,0.0%,,
2018,umich,11,Computer and information sciences,10.7%,,
2018,umich,12,Personal and culinary services,0.0%,,
2018,umich,13,Education,0.9%,,
2018,umich,14,Engineering,15.9%,,
2018,umich,15,Engineering technologies,0.0%,,
2018,umich,16,"Foreign languages, literatures, and linguistics",2.1%,,
2018,umich,19,Family and consumer sciences,0.0%,,
2018,umich,22,Law/legal studies,0.0%,,
2018,umich,23,English,2.0%,,
2018,umich,24,Liberal arts/general studies,0.8%,,
2018,umich,25,Library science,0.0%,,
2018,umich,26,Biological/life sciences,9.2%,,
2018,umich,27,Mathematics and statistics,2.8%,,
2018,umich,28 & 29,Military science and military technologies,0.0%,,
2018,umich,30,Interdisciplinary studies,3.9%,,
2018,umich,31,Parks and recreation,3.7%,,
2018,umich,38,Philosophy and religious studies,0.4%,,
2018,umich,39,Theology and religious vocations,0.0%,,
2018,umich,40,Physical sciences,1.8%,,
2018,umich,41,Science technologies,0.0%,,
2018,umich,42,Psychology,9.1%,,
2018,umich,43,"Homeland Security, law enforcement, firefighting, and protective services",0.0%,,
2018,umich,44,Public administration and social services,1.0%,,
2018,umich,45,Social sciences,11.7%,,
2018,umich,46,Construction trades,0.0%,,
2018,umich,47,Mechanic and repair technologies,0.0%,,
2018,umich,48,Precision production,0.0%,,
2018,umich,49,Transportation and materials moving,0.0%,,
2018,umich,50,Visual and performing arts,5.2%,,
2018,umich,51,Health professions and related programs,3.3%,,
2018,umich,52,Business/marketing,7.9%,,
2018,umich,54,History,1.1%,,
2018,umich,,Other,0.0%,,
2018,umich,,TOTAL,100%,,
2018,wsu,1,Agriculture,3%,,1%
2018,wsu,3,Natural resources and conservation,0%,,
2018,wsu,4,Architecture,1%,,
2018,wsu,5,"Area, ethnic, and gender studies",0%,,
2018,wsu,9,Communication/journalism,7%,,2%
2018,wsu,10,Communication technologies,,,
2018,wsu,11,Computer and information sciences,3%,,0%
2018,wsu,12,Personal and culinary services,,,
2018,wsu,13,Education,3%,,37%
2018,wsu,14,Engineering,11%,,0%
2018,wsu,15,Engineering technologies,,,6%
2018,wsu,16,"Foreign languages, literatures, and linguistics",0%,,
2018,wsu,19,Family and consumer sciences,4%,,16%
2018,wsu,22,Law/legal studies,,,
2018,wsu,23,English,2%,,3%
2018,wsu,24,Liberal arts/general studies,2%,,0%
2018,wsu,25,Library science,,,
2018,wsu,26,Biological/life sciences,6%,,2%
2018,wsu,27,Mathematics and statistics,1%,,
2018,wsu,28 & 29,Military science and military technologies,,,
2018,wsu,30,Interdisciplinary studies,1%,,6%
2018,wsu,31,Parks and recreation,3%,,
2018,wsu,38,Philosophy and religious studies,0%,,
2018,wsu,39,Theology and religious vocations,,,
2018,wsu,40,Physical sciences,2%,,
2018,wsu,41,Science technologies,,,
2018,wsu,42,Psychology,7%,,
2018,wsu,43,"Homeland Security, law enforcement, firefighting, and
protective services",3%,,0%
2018,wsu,44,Public administration and social services,0%,,
2018,wsu,45,Social sciences,10%,,
2018,wsu,46,Construction trades,,,
2018,wsu,47,Mechanic and repair technologies,,,
2018,wsu,48,Precision production,,,
2018,wsu,49,Transportation and materials moving,,,
2018,wsu,50,Visual and performing arts,1%,,
2018,wsu,51,Health professions and related programs,8%,,1%
2018,wsu,52,Business/marketing,21%,,25%
2018,wsu,54,History,1%,,
2018,wsu,,Other,,,
2018,wsu,,TOTAL (should = 100%),100%,0.00%,100%
2019,asu,1,Agriculture,0.50%,,
2019,asu,3,Natural resources and conservation,2.68%,,
2019,asu,4,Architecture,0.24%,,
2019,asu,5,"Area, ethnic, and gender studies",0.19%,,
2019,asu,9,Communication/journalism,7.74%,,
2019,asu,10,Communication technologies,0.00%,,
2019,asu,11,Computer and information sciences,1.94%,,
2019,asu,12,Personal and culinary services,0.00%,,
2019,asu,13,Education,9.23%,,
2019,asu,14,Engineering,0.00%,,
2019,asu,15,Engineering technologies,1.56%,,
2019,asu,16,"Foreign languages, literatures, and linguistics",0.96%,,
2019,asu,19,Family and consumer sciences,1.61%,,
2019,asu,22,Law/legal studies,0.00%,,
2019,asu,23,English,2.21%,,
2019,asu,24,Liberal arts/general studies,0.58%,,
2019,asu,25,Library science,0.00%,,
2019,asu,26,Biological/life sciences,3.57%,,
2019,asu,27,Mathematics and statistics,1.03%,,
2019,asu,28 & 29,Military science and military technologies,0.00%,,
2019,asu,30,Interdisciplinary studies,0.43%,,
2019,asu,31,Parks and recreation,6.69%,,
2019,asu,38,Philosophy and religious studies,0.60%,,
2019,asu,39,Theology and religious vocations,0.00%,,
2019,asu,40,Physical sciences,2.66%,,
2019,asu,41,Science technologies,0.00%,,
2019,asu,42,Psychology,5.68%,,
2019,asu,43,"Homeland Security, law enforcement, firefighting, and
protective services",2.64%,,
2019,asu,44,Public administration and social services,2.52%,,
2019,asu,45,Social sciences,5.94%,,
2019,asu,46,Construction trades,0.00%,,
2019,asu,47,Mechanic and repair technologies,0.00%,,
2019,asu,48,Precision production,0.00%,,
2019,asu,49,Transportation and materials moving,0.00%,,
2019,asu,50,Visual and performing arts,6.52%,,
2019,asu,51,Health professions and related programs,10.59%,,
2019,asu,52,Business/marketing,20.76%,,
2019,asu,54,History,0.93%,,
2019,asu,,Other,,,
2019,asu,,TOTAL (should = 100%),100.00%,0.00%,0.00%
2019,caltech,1,Agriculture,,,
2019,caltech,3,Natural resources and conservation,,,
2019,caltech,4,Architecture,,,
2019,caltech,5,"Area, ethnic, and gender studies",,,
2019,caltech,9,Communication/journalism,,,
2019,caltech,10,Communication technologies,,,
2019,caltech,11,Computer and information sciences,27%,,
2019,caltech,12,Personal and culinary services,,,
2019,caltech,13,Education,,,
2019,caltech,14,Engineering,35%,,
2019,caltech,15,Engineering technologies,,,
2019,caltech,16,"Foreign languages, literatures, and linguistics",,,
2019,caltech,19,Family and consumer sciences,,,
2019,caltech,22,Law/legal studies,,,
2019,caltech,23,English,,,
2019,caltech,24,Liberal arts/general studies,,,
2019,caltech,25,Library science,,,
2019,caltech,26,Biological/life sciences,5%,,
2019,caltech,27,Mathematics and statistics,10%,,
2019,caltech,28 & 29,Military science and military technologies,,,
2019,caltech,30,Interdisciplinary studies,,,
2019,caltech,31,Parks and recreation,,,
2019,caltech,38,Philosophy and religious studies,,,
2019,caltech,39,Theology and religious vocations,,,
2019,caltech,40,Physical sciences,22%,,
2019,caltech,41,Science technologies,,,
2019,caltech,42,Psychology,,,
2019,caltech,43,"Homeland Security, law enforcement, firefighting, and
protective services",,,
2019,caltech,44,Public administration and social services,,,
2019,caltech,45,Social sciences,,,
2019,caltech,46,Construction trades,,,
2019,caltech,47,Mechanic and repair technologies,,,
2019,caltech,48,Precision production,,,
2019,caltech,49,Transportation and materials moving,,,
2019,caltech,50,Visual and performing arts,,,
2019,caltech,51,Health professions and related programs,,,
2019,caltech,52,Business/marketing,1%,,
2019,caltech,54,History,,,
2019,caltech,,Other,,,
2019,caltech,,TOTAL (should = 100%),100.00%,0.00%,0.00%
2019,colgate,1,Agriculture,,,
2019,colgate,3,Natural resources and conservation,0.04,,
2019,colgate,4,Architecture,,,
2019,colgate,5,"Area, ethnic, and gender studies",0.02,,
2019,colgate,9,Communication/journalism,,,
2019,colgate,10,Communication technologies,,,
2019,colgate,11,Computer and information sciences,0.046,,
2019,colgate,12,Personal and culinary services,,,
2019,colgate,13,Education,0.032,,
2019,colgate,14,Engineering,,,
2019,colgate,15,Engineering technologies,,,
2019,colgate,16,"Foreign languages, literatures, and linguistics",0.054,,
2019,colgate,19,Family and consumer sciences,,,
2019,colgate,22,Law/legal studies,,,
2019,colgate,23,English,0.028,,
2019,colgate,24,Liberal arts/general studies,0.001,,
2019,colgate,25,Library science,,,
2019,colgate,26,Biological/life sciences,0.12,,
2019,colgate,27,Mathematics and statistics,0.026,,
2019,colgate,28 & 29,Military science and military technologies,,,
2019,colgate,30,Interdisciplinary studies,0.049,,
2019,colgate,31,Parks and recreation,,,
2019,colgate,38,Philosophy and religious studies,0.049,,
2019,colgate,39,Theology and religious vocations,,,
2019,colgate,40,Physical sciences,0.063,,
2019,colgate,41,Science technologies,,,
2019,colgate,42,Psychology,0.064,,
2019,colgate,,"Homeland Security, law enforcement, firefighting,
and protective services","43
44",,
2019,colgate,44,Public administration and social services,,,
2019,colgate,45,Social sciences,0.33,,
2019,colgate,46,Construction trades,,,
2019,colgate,47,Mechanic and repair technologies,,,
2019,colgate,48,Precision production,,,
2019,colgate,49,Transportation and materials moving,,,
2019,colgate,50,Visual and performing arts,0.038,,
2019,colgate,51,Health professions and related programs,,,
2019,colgate,52,Business/marketing,,,
2019,colgate,54,History,0.04,,
2019,colgate,,Other,,,
2019,colgate,,TOTAL (should = 100%),100.00%,0.00%,0.00%
2019,dartmouth,1,Agriculture,,,
2019,dartmouth,3,Natural resources and conservation,3%,,
2019,dartmouth,4,Architecture,,,
2019,dartmouth,5,"Area, ethnic, and gender studies",4%,,
2019,dartmouth,9,Communication/journalism,,,
2019,dartmouth,10,Communication technologies,,,
2019,dartmouth,11,Computer and information sciences,7%,,
2019,dartmouth,12,Personal and culinary services,,,
2019,dartmouth,13,Education,,,
2019,dartmouth,14,Engineering,9%,,
2019,dartmouth,15,Engineering technologies,,,
2019,dartmouth,16,"Foreign languages, literatures, and linguistics",4%,,
2019,dartmouth,19,Family and consumer sciences,,,
2019,dartmouth,22,Law/legal studies,,,
2019,dartmouth,23,English,3%,,
2019,dartmouth,24,Liberal arts/general studies,,,
2019,dartmouth,25,Library science,,,
2019,dartmouth,26,Biological/life sciences,8%,,
2019,dartmouth,27,Mathematics and statistics,6%,,
2019,dartmouth,28 & 29,Military science and military technologies,,,
2019,dartmouth,30,Interdisciplinary studies,2%,,
2019,dartmouth,31,Parks and recreation,,,
2019,dartmouth,38,Philosophy and religious studies,2%,,
2019,dartmouth,39,Theology and religious vocations,,,
2019,dartmouth,40,Physical sciences,3%,,
2019,dartmouth,41,Science technologies,,,
2019,dartmouth,42,Psychology,5%,,
2019,dartmouth,43,"Homeland Security, law enforcement, firefighting, and
protective services",,,
2019,dartmouth,44,Public administration and social services,,,
2019,dartmouth,45,Social sciences,35%,,
2019,dartmouth,46,Construction trades,,,
2019,dartmouth,47,Mechanic and repair technologies,,,
2019,dartmouth,48,Precision production,,,
2019,dartmouth,49,Transportation and materials moving,,,
2019,dartmouth,50,Visual and performing arts,5%,,
2019,dartmouth,51,Health professions and related programs,,,
2019,dartmouth,52,Business/marketing,,,
2019,dartmouth,54,History,4%,,
2019,dartmouth,,Other,,,
2019,dartmouth,,TOTAL (should = 100%),100.00%,0.00%,0.00%
2019,george,1,Agriculture,,,
2019,george,3,Natural resources and conservation,,,
2019,george,4,Architecture,,,
2019,george,5,"Area, ethnic, and gender studies",1.84%,,
2019,george,9,Communication/journalism,,,
2019,george,10,Communication technologies,,,
2019,george,11,Computer and information sciences,2.17%,,10.00%
2019,george,12,Personal and culinary services,,,
2019,george,13,Education,,,
2019,george,14,Engineering,,,
2019,george,15,Engineering technologies,,,
2019,george,16,"Foreign languages, literatures, and linguistics",4.06%,,
2019,george,19,Family and consumer sciences,,,
2019,george,22,Law/legal studies,,,
2019,george,23,English,4.15%,,
2019,george,24,Liberal arts/general studies,1.57%,,
2019,george,25,Library science,,,
2019,george,26,Biological/life sciences,4.15%,,
2019,george,27,Mathematics and statistics,2.81%,,
2019,george,28 & 29,Military science and military technologies,,,
2019,george,30,Interdisciplinary studies,6.73%,,
2019,george,31,Parks and recreation,,,
2019,george,38,Philosophy and religious studies,1.24%,,
2019,george,39,Theology and religious vocations,,,
2019,george,40,Physical sciences,1.29%,,
2019,george,41,Science technologies,,,
2019,george,42,Psychology,4.29%,,
2019,george,43,"Homeland Security, law enforcement, firefighting,
and protective services",,,
2019,george,44,Public administration and social services,,,
2019,george,45,Social sciences,32.73%,,
2019,george,46,Construction trades,,,
2019,george,47,Mechanic and repair technologies,,,
2019,george,48,Precision production,,,
2019,george,49,Transportation and materials moving,,,
2019,george,50,Visual and performing arts,1.38%,,
2019,george,51,Health professions and related programs,3.60%,,90.00%
2019,george,52,Business/marketing,26.19%,,
2019,george,54,History,1.80%,,
2019,george,,Other,,,
2019,george,,TOTAL (should = 100%),100.00%,0.00%,100.00%
2019,ucsd,1,Agriculture,,,
2019,ucsd,3,Natural resources and conservation,,,
2019,ucsd,4,Architecture,,,
2019,ucsd,5,"Area, ethnic, and gender studies",1%,,
2019,ucsd,9,Communication/journalism,3%,,
2019,ucsd,10,Communication technologies,,,
2019,ucsd,11,Computer and information sciences,,,
2019,ucsd,12,Personal and culinary services,,,
2019,ucsd,13,Education,,,
2019,ucsd,14,Engineering,18%,,
2019,ucsd,15,Engineering technologies,,,
2019,ucsd,16,"Foreign languages, literatures, and linguistics",1%,,
2019,ucsd,19,Family and consumer sciences,,,
2019,ucsd,22,Law/legal studies,,,
2019,ucsd,23,English,,,
2019,ucsd,24,Liberal arts/general studies,,,
2019,ucsd,25,Library science,,,
2019,ucsd,26,Biological/life sciences,20%,,
2019,ucsd,27,Mathematics and statistics,10%,,
2019,ucsd,28 & 29,Military science and military technologies,,,
2019,ucsd,30,Interdisciplinary studies,,,
2019,ucsd,31,Parks and recreation,,,
2019,ucsd,38,Philosophy and religious studies,,,
2019,ucsd,39,Theology and religious vocations,,,
2019,ucsd,40,Physical sciences,15%,,
2019,ucsd,41,Science technologies,,,
2019,ucsd,42,Psychology,5%,,
2019,ucsd,43,"Homeland Security, law enforcement, firefighting,
and protective services",,,
2019,ucsd,44,Public administration and social services,,,
2019,ucsd,45,Social sciences,19%,,
2019,ucsd,46,Construction trades,,,
2019,ucsd,47,Mechanic and repair technologies,,,
2019,ucsd,48,Precision production,,,
2019,ucsd,49,Transportation and materials moving,,,
2019,ucsd,50,Visual and performing arts,3%,,
2019,ucsd,51,Health professions and related programs,3%,,
2019,ucsd,52,Business/marketing,,,
2019,ucsd,54,History,1%,,
2019,ucsd,,Other,1%,,
2019,ucsd,,TOTAL (should = 100%),100%,0.00%,0.00%
2019,umich,1,Agriculture,,,
2019,umich,3,Natural resources and conservation,1.4%,,
2019,umich,4,Architecture,0.9%,,
2019,umich,5,"Area, ethnic, and gender studies",1.0%,,
2019,umich,9,Communication/journalism,3.2%,,
2019,umich,10,Communication technologies,,,
2019,umich,11,Computer and information sciences,12.1%,,
2019,umich,12,Personal and culinary services,,,
2019,umich,13,Education,0.8%,,
2019,umich,14,Engineering,16.1%,,
2019,umich,15,Engineering technologies,,,
2019,umich,16,"Foreign languages, literatures, and linguistics",2.0%,,
2019,umich,19,Family and consumer sciences,,,
2019,umich,22,Law/legal studies,,,
2019,umich,23,English,1.8%,,
2019,umich,24,Liberal arts/general studies,0.6%,,
2019,umich,25,Library science,,,
2019,umich,26,Biological/life sciences,8.8%,,
2019,umich,27,Mathematics and statistics,2.4%,,
2019,umich,28 & 29,Military science and military technologies,,,
2019,umich,30,Interdisciplinary studies,3.2%,,
2019,umich,31,Parks and recreation,3.4%,,
2019,umich,38,Philosophy and religious studies,0.4%,,
2019,umich,39,Theology and religious vocations,,,
2019,umich,40,Physical sciences,1.7%,,
2019,umich,41,Science technologies,,,
2019,umich,42,Psychology,8.4%,,
2019,umich,43,"Homeland Security, law enforcement, firefighting, and protective services",,,
2019,umich,44,Public administration and social services,1.0%,,
2019,umich,45,Social sciences,11.0%,,
2019,umich,46,Construction trades,,,
2019,umich,47,Mechanic and repair technologies,,,
2019,umich,48,Precision production,,,
2019,umich,49,Transportation and materials moving,,,
2019,umich,50,Visual and performing arts,5.2%,,
2019,umich,51,Health professions and related programs,4.3%,,
2019,umich,52,Business/marketing,9.2%,,
2019,umich,54,History,1.2%,,
2019,umich,-,Other,,,
2019,umich,,TOTAL,100%,,
2019,wsu,1,Agriculture,3%,,1%
2019,wsu,3,Natural resources and conservation,0%,,
2019,wsu,4,Architecture,1%,,
2019,wsu,5,"Area, ethnic, and gender studies",0%,,
2019,wsu,9,Communication/journalism,7%,,2%
2019,wsu,10,Communication technologies,,,
2019,wsu,11,Computer and information sciences,3%,,0%
2019,wsu,12,Personal and culinary services,,,
2019,wsu,13,Education,3%,,35%
2019,wsu,14,Engineering,11%,,0%
2019,wsu,15,Engineering technologies,,,5%
2019,wsu,16,"Foreign languages, literatures, and linguistics",1%,,
2019,wsu,19,Family and consumer sciences,4%,,15%
2019,wsu,22,Law/legal studies,,,
2019,wsu,23,English,1%,,3%
2019,wsu,24,Liberal arts/general studies,2%,,0%
2019,wsu,25,Library science,,,
2019,wsu,26,Biological/life sciences,6%,,2%
2019,wsu,27,Mathematics and statistics,1%,,
2019,wsu,28 & 29,Military science and military technologies,,,
2019,wsu,30,Interdisciplinary studies,1%,,6%
2019,wsu,31,Parks and recreation,3%,,
2019,wsu,38,Philosophy and religious studies,0%,,
2019,wsu,39,Theology and religious vocations,,,
2019,wsu,40,Physical sciences,3%,,
2019,wsu,41,Science technologies,,,
2019,wsu,42,Psychology,8%,,
2019,wsu,43,"Homeland Security, law enforcement, firefighting, and
protective services",3%,,0%
2019,wsu,44,Public administration and social services,0%,,
2019,wsu,45,Social sciences,10%,,
2019,wsu,46,Construction trades,,,
2019,wsu,47,Mechanic and repair technologies,,,
2019,wsu,48,Precision production,,,
2019,wsu,49,Transportation and materials moving,,,
2019,wsu,50,Visual and performing arts,1%,,
2019,wsu,51,Health professions and related programs,7%,,8%
2019,wsu,52,Business/marketing,20%,,22%
2019,wsu,54,History,1%,,
2019,wsu,,Other,,,
2019,wsu,,TOTAL (should = 100%),100%,0.00%,100%
2020,asu,01,Agriculture,0.42%,,
2020,asu,03,Natural resources and conservation,2.40%,,
2020,asu,04,Architecture,0.12%,,
2020,asu,05,"Area, ethnic, and gender studies",0.16%,,
2020,asu,09,Communication/journalism,7.59%,,
2020,asu,10,Communication technologies,0.00%,,
2020,asu,11,Computer and information sciences,1.64%,,
2020,asu,12,Personal and culinary services,0.00%,,
2020,asu,13,Education,8.26%,,
2020,asu,14,Engineering,0.00%,,
2020,asu,15,Engineering technologies,1.50%,,
2020,asu,16,"Foreign languages, literatures, and linguistics",0.83%,,
2020,asu,19,Family and consumer sciences,1.25%,,
2020,asu,22,Law/legal studies,0.00%,,
2020,asu,23,English,1.87%,,
2020,asu,24,Liberal arts/general studies,0.25%,,
2020,asu,25,Library science,0.00%,,
2020,asu,26,Biological/life sciences,4.34%,,
2020,asu,27,Mathematics and statistics,0.90%,,
2020,asu,28 & 29,Military science and military technologies,0.00%,,
2020,asu,30,Interdisciplinary studies,0.46%,,
2020,asu,31,Parks and recreation,8.48%,,
2020,asu,38,Philosophy and religious studies,0.69%,,
2020,asu,39,Theology and religious vocations,0.00%,,
